,210X1,210X2,210X3,210X4,210X5,210X6,210X8,210X10,210X12,210X20,210X23,210X33,210X36,210X39,210X65,210X86,210X87,210X89,210X90,210X91,210X152,210X154,210X155,210X158,210X159,210X160,210X161,210X164,210X165,210X171,210X174,210X175,210X181,210X186,210X187,210X188,210X189,210X191,210X192,210X193,210X195,210X206,210X207,210X210,210X219,210X229,210X230,TOOL
56,99.35,0.594,0.24,1.384,55.39,3.654,1.6,27.1,0.483,14.9,14.9,0.076,425,49.98,0.004,634.855,131.84,0.35,0.22,0.19,-71.595,0.837,0.663,0.329,0.22,0.095,0.049,0.643,0.663,1.2,0.756,0.685,0.01,76487.2,9883.52,36398.6,646.48,0.04,2.2,0.01,4.16,2790785099,2801216257,1.382,41.6,0.3,0.9,L
57,101.35,0.867,0.21,3.396,63.17,3.256,0.55,26.3,2.664,14.2,14.0,0.067,430,67.35,0.005,805.14,198.71,0.25,0.19,0.14,-37.45,0.714,0.661,0.16,0.315,0.031,0.098,0.7,0.862,1.575,0.72,0.753,0.16,98343.2,8330.32,4493.1,261.72,0.06,0.9,0.04,2.33,1251756046,1251762866,2.125,45.5,0.5,4.2,M
58,100.1,0.493,0.24,0.981,56.22,3.755,0.21,27.2,0.492,14.9,14.7,0.076,420,50.95,0.004,552.815,115.15,0.42,0.24,0.22,-51.0,0.825,0.78,0.326,0.218,0.083,0.048,0.83,0.699,1.26,0.784,0.7,0.0,85838.7,7755.11,22212.5,659.42,0.04,2.2,0.03,5.92,2461047937,2471479117,1.24,40.7,0.6,1.4,L
59,101.35,0.861,0.21,3.44,63.17,3.24,0.55,27.8,2.665,14.3,14.1,0.067,430,67.33,0.005,723.63,172.15,0.24,0.2,0.14,-31.425,0.69,0.702,0.194,0.283,0.034,0.097,0.723,0.764,1.365,0.722,0.75,0.225,100948.8,8725.37,4736.6,343.19,0.05,0.9,0.03,2.4,1252018052,1252024727,2.096,39.5,0.7,4.3,M
60,102.45,0.448,0.25,1.527,61.41,3.083,-0.53,26.3,0.554,14.4,14.2,0.08,440,58.84,0.004,610.8,157.205,0.22,0.26,0.17,-10.705,0.716,0.541,0.274,0.319,0.035,0.064,0.714,0.531,1.33,0.712,0.559,0.015,86873.3,9174.42,5968.5,5.71,0.05,1.1,0.01,2.45,943515047,943516422,1.279,40.5,0.1,0.2,N
61,85.39,0.476,0.12,1.887,48.32,4.947,1.31,24.7,0.56,13.4,13.2,0.064,425,28.93,0.005,670.625,195.925,0.24,0.18,0.14,-56.285,0.528,0.603,0.231,0.306,0.083,0.049,0.524,0.663,1.345,0.593,0.632,0.285,93741.7,8693.83,19539.7,1418.56,0.05,0.8,0.01,2.29,2673976430,4315049389,1.544,42.4,0.0,0.0,O
62,85.27,0.493,0.12,2.282,48.39,5.093,1.25,25.8,0.582,13.7,13.6,0.063,425,29.02,0.005,804.575,185.485,0.28,0.19,0.16,-54.14,0.694,0.682,0.251,0.262,0.085,0.05,0.631,0.643,1.545,0.591,0.636,0.295,96323.2,8597.13,21479.3,1506.8,0.04,0.8,0.01,2.15,2676136664,4317209637,1.751,39.3,0.0,0.0,O
63,100.8,0.86,0.21,3.071,61.77,3.05,1.77,25.2,2.685,14.2,14.2,0.068,430,65.18,0.006,702.31,193.31,0.24,0.2,0.14,-28.77,0.719,0.872,0.161,0.251,0.033,0.091,0.711,0.778,1.495,0.722,0.77,0.215,79176.4,9580.2,5089.4,368.15,0.05,0.8,0.04,2.26,1434988424,1434995142,1.896,37.1,0.1,0.3,M
64,100.25,0.562,0.23,1.302,55.61,3.835,1.48,26.8,0.51,14.6,14.6,0.076,425,52.17,0.005,776.135,148.59,0.38,0.24,0.21,-34.815,0.799,0.687,0.319,0.252,0.088,0.045,0.786,0.736,1.405,0.766,0.686,0.005,74077.6,10002.41,32967.4,606.01,0.05,2.1,0.02,4.24,2643709818,2654140931,1.283,40.0,0.3,0.9,L
65,100.55,0.824,0.22,2.975,61.56,3.082,0.79,25.3,2.539,14.2,14.3,0.069,430,64.28,0.007,827.35,163.385,0.22,0.19,0.13,-35.34,0.718,0.667,0.178,0.302,0.03,0.095,0.721,0.733,1.405,0.722,0.741,0.19,98362.2,9214.97,5191.3,355.9,0.07,0.9,0.03,2.3,1320826710,1320833501,1.898,40.1,0.2,0.3,M
66,100.55,0.841,0.22,3.093,61.81,3.177,0.93,28.1,2.55,14.0,14.2,0.069,430,64.6,0.007,1043.755,205.135,0.23,0.19,0.14,-24.445,0.73,0.701,0.15,0.315,0.03,0.094,0.71,0.677,1.475,0.724,0.747,0.215,98591.5,8437.3,5002.5,303.3,0.06,0.9,0.03,2.34,1321615809,1321622544,1.965,44.6,0.1,0.2,M
67,100.95,0.525,0.13,1.077,57.78,2.986,1.48,24.8,0.545,13.7,13.7,0.063,435,49.2,0.005,645.195,182.805,0.2,0.16,0.13,-79.14,0.676,0.647,0.252,0.186,0.061,0.048,0.615,0.716,1.31,0.669,0.634,0.27,71095.7,9146.93,10887.2,1358.77,0.05,0.7,0.01,1.82,2772314540,4413387499,1.207,41.1,0.3,0.2,O
68,102.35,0.369,0.27,0.918,60.98,3.06,-0.7,26.6,0.479,14.2,14.2,0.08,450,52.61,0.005,639.085,126.295,0.18,0.24,0.15,-12.725,0.709,0.531,0.273,0.305,0.034,0.052,0.728,0.536,1.22,0.716,0.556,0.02,90402.5,8721.78,2841.2,15.92,0.05,1.0,0.01,2.21,894002899,894004323,1.05,41.7,0.2,0.2,N
69,101.05,0.502,0.13,1.125,57.81,3.013,1.28,24.4,0.574,14.2,14.0,0.063,435,49.62,0.005,726.515,169.56,0.19,0.15,0.12,-40.31,0.681,0.604,0.247,0.2,0.072,0.049,0.524,0.605,1.54,0.661,0.643,0.255,95214.4,8719.71,20955.6,1373.58,0.05,0.8,0.01,2.51,2784563039,4425636030,1.21,36.9,0.3,0.3,O
70,100.6,0.643,0.14,1.215,57.79,2.78,1.51,25.0,0.547,13.3,12.9,0.063,445,48.59,0.005,773.925,190.25,0.19,0.15,0.12,-65.73,0.671,0.687,0.241,0.219,0.073,0.049,0.637,0.625,1.57,0.646,0.637,0.235,97739.8,7737.11,16474.3,1099.66,0.05,0.8,0.01,2.42,2712479237,4353552194,1.209,42.8,0.3,0.3,O
71,100.3,0.572,0.13,1.305,58.12,3.092,0.9,22.7,0.578,15.4,15.4,0.063,415,49.42,0.005,814.14,186.285,0.25,0.18,0.15,-75.545,0.635,0.617,0.258,0.193,0.088,0.046,0.691,0.648,1.455,0.601,0.643,0.255,88959.2,9679.05,29046.5,1443.46,0.05,0.8,0.01,2.99,3070798113,4711871121,1.218,40.5,0.3,0.3,O
72,100.3,0.648,0.13,1.375,58.15,3.027,-0.87,22.6,0.647,15.5,15.4,0.064,415,49.49,0.005,731.675,180.26,0.23,0.17,0.14,-39.335,0.529,0.629,0.246,0.209,0.092,0.045,0.722,0.632,1.72,0.605,0.644,0.275,87407.1,10662.62,29347.4,1503.32,0.06,0.8,0.0,2.56,3071230281,4712303293,1.257,44.4,0.3,0.3,O
73,102.7,0.419,0.25,1.298,61.51,2.825,-0.38,26.4,0.522,14.0,14.1,0.079,445,56.62,0.004,619.745,141.845,0.19,0.27,0.16,-18.075,0.711,0.585,0.286,0.315,0.054,0.121,0.668,0.679,1.22,0.711,0.63,0.015,38192.2,12620.96,337.5,11.73,0.05,0.6,0.0,0.98,1195437588,1195438925,1.235,49.8,0.1,0.4,N
74,101.4,0.936,0.21,3.54,63.21,3.457,2.17,25.1,2.686,14.1,14.0,0.068,430,66.91,0.006,939.19,225.615,0.23,0.21,0.14,-28.3,0.728,0.853,0.163,0.313,0.03,0.096,0.718,0.703,1.775,0.721,0.766,0.22,76435.7,9439.19,4716.5,336.31,0.06,0.8,0.02,2.08,1421234697,1421241471,2.178,47.1,0.1,0.2,M
75,100.45,0.584,0.23,1.369,55.51,3.884,1.63,27.3,0.511,14.8,14.5,0.075,425,53.94,0.005,630.865,147.47,0.37,0.25,0.21,-53.05,0.766,0.697,0.317,0.218,0.084,0.043,0.8,0.673,1.315,0.776,0.695,0.005,81860.7,7704.11,31225.1,584.86,0.05,2.1,0.02,4.7,2629977460,2640408569,1.308,44.3,0.3,0.8,L
76,102.05,0.496,0.25,1.578,61.19,3.188,-0.38,26.5,0.546,14.3,14.1,0.081,445,55.93,0.004,669.335,143.79,0.25,0.26,0.18,7.435,0.71,0.541,0.207,0.324,0.032,0.129,0.736,0.55,1.37,0.722,0.615,0.01,74867.7,11988.12,4742.8,11.73,0.06,1.1,0.02,2.55,1046109343,1046110679,1.329,39.1,0.1,0.3,N
77,100.8,0.497,0.13,1.084,57.82,2.95,1.42,24.3,0.561,13.8,13.0,0.063,440,49.3,0.005,777.725,189.615,0.21,0.19,0.13,-47.545,0.601,0.644,0.26,0.215,0.086,0.053,0.53,0.6,1.655,0.625,0.642,0.295,91709.4,9604.02,19240.5,1086.48,0.04,0.8,0.01,2.78,2919605286,4560678235,1.209,37.6,0.3,0.2,O
78,100.3,0.567,0.13,1.237,58.11,3.003,1.1,24.8,0.569,15.6,15.4,0.063,415,49.38,0.005,701.41,1606.94,0.23,0.17,0.13,-62.25,0.716,0.712,0.263,0.264,0.092,0.049,0.626,0.648,1.46,0.595,0.646,0.265,87109.3,9844.91,29224.4,1423.46,0.06,0.8,0.01,2.11,3071014109,4712087132,1.212,38.0,0.3,0.3,O
79,100.65,0.532,0.23,1.294,55.21,4.055,1.54,27.2,0.495,14.7,14.7,0.076,420,56.81,0.004,759.215,156.16,0.36,0.24,0.2,-62.805,0.812,0.706,0.334,0.25,0.085,0.05,0.865,0.675,1.44,0.782,0.698,0.0,86714.7,6930.85,18928.1,683.01,0.03,2.1,0.02,4.1,2378931516,2389362629,1.275,41.4,0.7,1.3,L
80,101.65,0.839,0.21,3.486,63.45,3.482,2.12,28.0,2.313,14.3,14.2,0.067,430,66.81,0.007,893.445,207.0,0.25,0.19,0.14,-39.025,0.726,0.671,0.148,0.318,0.028,0.058,0.714,0.675,1.96,0.719,0.681,0.18,99685.9,8004.37,4094.2,226.38,0.05,0.9,0.03,2.59,1150466038,1150472760,2.186,41.9,0.4,4.2,M
81,101.4,0.791,0.21,3.21,62.62,3.175,2.09,28.1,2.292,14.1,14.2,0.068,430,66.02,0.011,715.315,184.235,0.25,0.2,0.15,-46.21,0.732,0.631,0.155,0.331,0.028,0.067,0.694,0.71,1.235,0.715,0.677,0.18,100499.5,7670.12,4680.0,309.56,0.07,0.9,0.03,2.81,1150956369,1150963140,2.032,36.9,0.4,4.1,M
82,100.65,0.551,0.23,1.319,55.08,3.995,1.51,28.3,0.495,14.6,14.6,0.075,420,56.84,0.005,629.375,143.535,0.35,0.25,0.2,-63.61,0.746,0.783,0.328,0.25,0.09,0.054,0.754,0.773,1.54,0.764,0.699,0.005,86863.2,7047.74,21211.0,754.05,0.04,2.1,0.02,4.88,2379674502,2390105627,1.27,44.3,0.7,1.2,L
83,101.65,0.865,0.22,3.403,62.38,3.25,2.09,25.7,2.588,14.0,14.2,0.068,430,66.92,0.007,841.74,194.985,0.22,0.19,0.13,-14.955,0.718,0.733,0.163,0.278,0.03,0.083,0.702,0.677,1.68,0.718,0.73,0.22,85108.7,7936.17,3846.0,317.5,0.06,0.8,0.02,1.93,1375095462,1375102234,2.046,37.5,0.1,0.2,M
84,102.15,0.941,0.21,3.744,63.54,3.579,2.23,27.4,2.569,14.3,14.3,0.068,430,68.0,0.005,926.475,186.145,0.22,0.19,0.13,-23.515,0.76,0.651,0.144,0.309,0.029,0.087,0.701,0.785,1.58,0.722,0.728,0.2,92490.8,7923.79,4554.5,277.17,0.07,0.8,0.03,2.16,1376193350,1376200107,2.246,47.8,0.1,0.2,M
85,100.7,0.538,0.14,1.142,57.97,2.796,1.86,25.1,0.535,13.5,13.6,0.062,440,49.2,0.006,798.355,182.55,0.2,0.15,0.13,-34.52,0.661,0.631,0.265,0.178,0.06,0.045,0.699,0.613,1.555,0.672,0.641,0.27,52177.6,9336.54,8490.1,1849.31,0.05,0.6,0.0,1.4,2843281358,4484354284,1.214,36.9,0.3,0.3,O
86,100.75,0.517,0.13,1.075,57.92,2.902,1.22,23.4,0.524,13.5,13.2,0.062,440,49.45,0.005,822.79,197.255,0.22,0.16,0.14,-95.885,0.69,0.671,0.247,0.195,0.08,0.047,0.691,0.636,1.77,0.655,0.64,0.27,91925.8,11375.97,22985.3,1279.96,0.05,0.8,0.0,2.86,2848289169,4489362167,1.21,45.2,0.3,0.3,O
87,99.86,0.624,0.14,1.469,57.86,2.867,1.31,24.3,0.551,14.0,13.5,0.063,440,49.09,0.005,848.975,179.26,0.23,0.17,0.14,-65.395,0.592,0.615,0.264,0.304,0.073,0.055,0.645,0.613,1.74,0.673,0.651,0.3,92088.2,10993.92,24206.9,1518.16,0.06,0.8,0.01,2.95,2901289996,4542362920,1.24,40.8,0.3,0.3,O
88,99.45,0.574,0.24,1.123,56.46,3.391,0.53,27.3,0.505,14.8,14.7,0.075,425,50.33,0.005,625.565,129.84,0.36,0.25,0.2,-56.91,0.838,0.72,0.318,0.229,0.084,0.047,0.839,0.67,1.18,0.771,0.689,0.005,84252.8,9151.5,23794.3,680.78,0.04,2.2,0.02,4.93,2690799987,2701231147,1.279,43.3,0.4,0.9,L
89,102.15,0.492,0.25,1.626,61.09,3.216,-0.79,26.7,0.554,14.3,14.2,0.08,445,55.45,0.004,608.725,133.57,0.25,0.24,0.17,12.77,0.714,0.531,0.204,0.317,0.033,0.139,0.759,0.536,1.35,0.722,0.658,0.015,80662.9,10812.36,5267.6,11.14,0.06,1.1,0.02,2.62,1035293366,1035294690,1.347,46.7,0.1,0.3,N
90,102.25,0.486,0.26,1.691,61.29,3.354,-1.02,26.3,0.541,14.2,14.4,0.08,450,54.17,0.005,683.07,140.11,0.26,0.22,0.17,-0.745,0.726,0.531,0.29,0.319,0.035,0.14,0.71,0.546,1.305,0.72,0.655,0.01,84792.9,10757.7,5829.3,4.69,0.05,1.2,0.02,2.64,1005383273,1005384658,1.367,47.4,0.1,0.2,N
91,99.92,0.619,0.14,1.37,57.92,2.826,1.57,24.8,0.534,14.1,13.7,0.063,440,49.2,0.005,846.15,193.135,0.22,0.17,0.13,-15.715,0.7,0.623,0.274,0.294,0.061,0.054,0.544,0.704,1.715,0.686,0.649,0.26,87039.9,9300.1,15180.9,1572.11,0.04,0.8,0.0,2.54,2893343169,4534416133,1.226,38.0,0.3,0.3,O
92,99.9,0.611,0.13,1.519,58.0,3.03,1.13,23.6,0.602,15.5,15.4,0.063,415,48.7,0.005,741.455,175.64,0.23,0.18,0.14,-58.495,0.613,0.608,0.253,0.182,0.091,0.047,0.524,0.63,1.305,0.633,0.642,0.28,95280.3,9830.8,27021.6,1611.85,0.06,0.8,0.0,2.28,3097372690,4738445652,1.24,48.4,0.3,0.4,O
93,102.45,0.461,0.26,1.665,61.56,3.439,-0.73,26.3,0.555,14.3,14.3,0.08,450,56.21,0.005,703.145,162.185,0.25,0.23,0.17,5.735,0.711,0.806,0.284,0.326,0.044,0.14,0.718,0.531,1.445,0.717,0.674,0.01,49922.7,13778.12,1292.6,14.85,0.04,0.8,0.01,1.66,1011043313,1011044672,1.345,48.2,0.2,0.2,N
94,99.82,0.568,0.24,1.09,56.38,3.455,0.39,27.3,0.528,14.6,14.8,0.076,425,50.8,0.005,633.445,122.745,0.34,0.23,0.19,-3.28,0.756,0.719,0.314,0.273,0.074,0.052,0.799,0.648,1.21,0.792,0.704,0.005,55328.9,10210.49,9117.3,1302.24,0.04,1.9,0.04,3.18,2669761146,2680192289,1.243,47.2,0.3,0.9,L
95,99.77,0.612,0.14,1.378,57.89,2.807,1.77,23.5,0.546,13.5,13.2,0.062,440,49.1,0.005,921.425,215.89,0.24,0.17,0.14,-21.71,0.699,0.781,0.25,0.303,0.05,0.052,0.646,0.643,1.52,0.695,0.647,0.275,76963.3,9442.93,13044.3,1630.58,0.05,0.7,0.0,1.67,2894916326,4535989311,1.234,42.1,0.3,0.3,O
96,100.35,0.597,0.14,1.493,58.03,2.825,0.87,24.8,0.512,14.2,14.1,0.062,440,49.51,0.005,820.99,195.72,0.21,0.17,0.13,-39.61,0.69,0.599,0.271,0.312,0.055,0.056,0.696,0.615,1.595,0.686,0.651,0.28,84953.1,8269.96,18359.1,1585.65,0.05,0.7,0.0,1.91,2874533162,4515606141,1.244,46.9,0.3,0.3,O
97,102.3,0.505,0.25,1.833,61.49,3.448,-0.5,26.5,0.57,14.3,14.1,0.08,445,55.37,0.005,775.1,139.97,0.25,0.25,0.17,-10.485,0.723,0.847,0.214,0.322,0.034,0.139,0.732,0.846,1.545,0.719,0.645,0.015,74053.7,11019.3,2752.4,19.51,0.07,1.1,0.02,2.74,1012914569,1012915963,1.446,41.4,0.2,0.3,N
98,0.0,0.0,0.0,0.0,0.0,0.0,-1.48,24.9,0.0,14.2,14.1,0.074,445,0.0,0.007,812.105,101.24,0.25,0.19,0.15,-81.005,0.674,0.829,0.31,0.32,0.085,0.102,0.841,0.599,1.525,0.71,0.655,0.175,101688.3,8593.89,117.1,1.37,0.08,3.6,0.03,1.48,1440129246,1440078298,0.0,35.4,0.0,0.0,K
99,99.86,0.562,0.24,1.208,56.27,3.501,0.39,26.9,0.512,14.5,14.7,0.076,425,50.86,0.005,739.97,133.105,0.35,0.24,0.2,-50.42,0.698,0.677,0.312,0.222,0.082,0.057,0.817,0.728,1.47,0.775,0.706,0.01,82798.4,7640.95,15660.0,765.72,0.04,2.1,0.02,4.73,2671675359,2682106508,1.281,48.1,0.3,0.8,L
0,102.2,0.449,0.26,1.395,60.92,3.119,-0.73,26.2,0.526,14.2,14.0,0.08,450,52.2,0.004,747.945,151.45,0.25,0.21,0.16,4.645,0.749,0.585,0.204,0.315,0.035,0.132,0.708,0.649,1.465,0.718,0.635,0.01,76612.9,11625.63,5256.5,9.9,0.07,1.1,0.02,2.19,993690902,993692231,1.223,38.3,0.1,0.2,N
1,99.86,0.607,0.14,1.371,57.84,2.854,1.31,25.0,0.55,13.4,13.4,0.062,440,49.09,0.006,844.785,210.6,0.25,0.16,0.14,-34.03,0.705,0.668,0.279,0.305,0.06,0.064,0.713,0.633,1.815,0.684,0.653,0.265,91988.0,8493.55,17947.9,1458.61,0.05,0.8,0.01,2.29,2896824178,4537897122,1.228,37.5,0.3,0.3,O
2,100.25,0.56,0.14,1.005,57.78,2.762,0.29,23.8,0.522,13.3,14.1,0.062,440,49.42,0.005,741.29,187.2,0.2,0.16,0.12,-52.2,0.693,0.639,0.27,0.254,0.063,0.051,0.699,0.683,1.375,0.679,0.647,0.255,97816.3,8190.08,22719.9,1393.75,0.06,0.8,0.01,2.59,2870808662,4511881649,1.204,47.8,0.3,0.2,O
3,101.3,0.854,0.21,3.45,63.2,3.253,0.73,27.5,2.719,14.3,14.1,0.068,430,67.08,0.005,865.805,187.31,0.25,0.21,0.15,-23.135,0.727,0.778,0.147,0.302,0.028,0.092,0.704,0.869,1.66,0.72,0.734,0.175,85430.4,9194.76,3166.1,245.76,0.05,0.9,0.03,2.28,1242578797,1242585555,2.125,37.7,0.5,4.3,M
4,102.15,0.453,0.26,1.332,60.92,3.06,-0.64,26.3,0.529,14.4,14.1,0.08,450,52.0,0.004,747.715,151.37,0.25,0.21,0.16,7.62,0.613,0.843,0.281,0.317,0.037,0.135,0.733,0.693,1.465,0.721,0.653,0.015,85053.7,9234.38,5819.4,6.04,0.05,1.2,0.02,2.76,989979651,989981039,1.207,36.9,0.1,0.2,N
5,101.0,0.831,0.21,3.369,62.95,3.136,0.58,26.0,2.756,14.0,14.2,0.068,430,66.45,0.005,860.27,197.81,0.24,0.21,0.14,-12.985,0.706,0.804,0.159,0.271,0.029,0.09,0.709,0.663,1.72,0.72,0.744,0.22,87708.8,9019.57,2547.2,307.71,0.05,0.8,0.02,1.66,1247555316,1247562090,2.014,39.0,0.6,4.1,M
6,99.03,0.531,0.24,1.105,55.81,3.536,1.54,27.3,0.5,14.7,14.7,0.078,425,49.98,0.005,578.21,123.22,0.49,0.28,0.26,-40.695,0.787,0.665,0.326,0.231,0.078,0.051,0.834,0.7,1.185,0.772,0.692,0.01,73755.1,9029.33,37763.7,659.49,0.04,2.1,0.03,4.4,2873792445,2884223567,1.301,39.6,0.3,0.8,L
7,99.0,0.532,0.24,1.024,55.78,3.518,1.51,26.8,0.491,14.9,14.8,0.077,425,49.95,0.005,569.55,138.95,0.48,0.28,0.26,-38.295,0.824,0.739,0.33,0.238,0.08,0.054,0.682,0.669,1.345,0.774,0.702,0.01,72073.9,10165.45,37708.8,579.59,0.04,2.1,0.02,4.39,2874006193,2884437361,1.282,41.9,0.3,0.9,L
8,102.45,0.434,0.26,1.473,61.37,3.04,-0.76,25.8,0.538,14.4,14.2,0.08,440,58.75,0.003,685.9,145.105,0.22,0.27,0.17,3.375,0.599,0.547,0.273,0.311,0.042,0.058,0.699,0.532,1.38,0.708,0.556,0.015,73005.5,11544.8,3186.2,19.79,0.05,1.0,0.02,2.3,937531871,937533218,1.248,42.6,0.1,0.2,N
9,99.01,0.537,0.24,1.046,55.84,3.517,1.45,26.4,0.486,14.8,14.7,0.077,425,49.94,0.005,752.58,131.21,0.5,0.26,0.25,-35.285,0.748,0.672,0.31,0.234,0.079,0.053,0.826,0.683,1.385,0.77,0.702,0.0,73011.2,9572.05,37779.8,524.69,0.05,2.1,0.02,4.36,2874223486,2884654611,1.299,42.4,0.3,0.8,L
10,100.25,0.605,0.14,1.47,57.97,2.864,-0.12,22.9,0.534,13.1,13.3,0.062,440,49.56,0.005,835.695,194.455,0.21,0.18,0.13,-40.13,0.661,0.66,0.255,0.298,0.071,0.056,0.695,0.647,1.725,0.675,0.653,0.27,91700.5,7393.02,22870.1,1571.52,0.06,0.8,0.01,2.4,2877514877,4518587881,1.24,39.8,0.3,0.3,O
11,100.1,0.617,0.14,1.436,57.86,2.826,1.34,23.4,0.533,13.0,13.6,0.063,440,49.49,0.004,815.19,199.8,0.23,0.19,0.14,-41.34,0.695,0.679,0.27,0.303,0.067,0.051,0.549,0.653,1.435,0.675,0.643,0.28,94622.7,9465.07,24869.0,1495.62,0.06,0.8,0.01,2.41,2880204670,4521277645,1.238,45.1,0.3,0.3,O
12,100.1,0.566,0.14,1.14,57.83,2.785,1.28,23.2,0.527,13.4,13.5,0.063,440,49.27,0.006,721.785,191.88,0.21,0.16,0.12,-39.63,0.708,0.617,0.245,0.306,0.065,0.053,0.746,0.641,1.58,0.68,0.655,0.295,92549.9,6966.6,23725.1,1660.19,0.05,0.8,0.01,2.31,2882522279,4523595231,1.21,43.9,0.3,0.3,O
13,100.04,0.575,0.24,1.148,55.99,3.689,0.21,26.8,0.511,14.7,14.5,0.076,425,51.22,0.004,572.755,120.6,0.35,0.23,0.2,-22.44,0.733,0.645,0.326,0.221,0.081,0.042,0.757,0.651,1.05,0.78,0.689,0.005,83453.6,8220.34,23028.2,803.1,0.04,2.2,0.02,5.16,2659565512,2669996694,1.254,38.1,0.3,0.8,L
14,100.1,0.587,0.14,1.304,57.87,2.853,1.1,23.5,0.524,13.5,12.9,0.062,440,49.27,0.005,692.945,197.195,0.2,0.16,0.12,-32.785,0.72,0.671,0.255,0.3,0.063,0.06,0.702,0.586,1.335,0.69,0.653,0.295,94772.8,8849.32,23194.6,1493.34,0.05,0.8,0.01,2.59,2884717503,4525790447,1.22,47.5,0.3,0.3,O
15,102.0,0.813,0.21,3.393,63.73,3.552,1.97,27.2,2.421,14.0,14.2,0.068,430,67.97,0.007,789.58,171.075,0.27,0.19,0.15,-52.625,0.734,0.634,0.148,0.317,0.028,0.077,0.72,0.644,1.605,0.714,0.686,0.225,102138.8,8065.67,5221.5,280.75,0.06,0.9,0.03,2.81,1035597498,1035604239,2.114,37.4,0.6,4.3,M
16,102.2,0.508,0.26,1.779,61.23,3.439,-0.9,26.2,0.559,14.3,14.2,0.08,450,53.69,0.005,775.43,150.19,0.26,0.22,0.17,-6.905,0.717,0.561,0.193,0.319,0.035,0.143,0.724,0.837,1.56,0.72,0.672,0.02,83266.1,10221.09,6138.0,5.07,0.05,1.2,0.01,2.79,1003045018,1003046414,1.42,42.1,0.1,0.2,N
17,102.35,0.491,0.25,1.692,61.49,3.121,-0.7,26.4,0.555,14.3,14.5,0.08,445,55.64,0.005,692.98,151.0,0.2,0.3,0.17,-2.115,0.748,0.531,0.206,0.319,0.036,0.132,0.719,0.572,1.255,0.721,0.644,0.01,76821.0,10547.88,6835.6,7.03,0.06,1.1,0.01,2.45,1209276241,1209277590,1.409,47.9,0.1,0.2,N
18,100.1,0.604,0.13,1.459,57.93,3.058,1.19,23.0,0.593,15.7,15.4,0.063,415,48.91,0.005,819.18,181.74,0.26,0.18,0.15,-45.37,0.528,0.619,0.268,0.267,0.095,0.051,0.531,0.633,1.775,0.608,0.643,0.285,88567.5,10276.11,28073.6,1459.27,0.06,0.8,0.0,2.1,3085988367,4727061338,1.235,35.2,0.3,0.3,O
19,102.25,0.49,0.25,1.627,61.34,3.066,-0.24,26.2,0.54,14.3,14.1,0.08,445,55.27,0.005,612.955,156.235,0.2,0.3,0.17,-16.155,0.692,0.695,0.193,0.316,0.035,0.113,0.657,0.532,1.24,0.721,0.619,0.015,75044.5,9957.03,6853.1,4.64,0.06,1.1,0.02,2.24,1209490473,1209491832,1.374,46.9,0.1,0.2,N
20,100.35,0.597,0.14,1.42,57.95,2.85,0.76,23.1,0.527,13.1,13.6,0.063,440,49.63,0.005,764.89,209.86,0.22,0.17,0.13,-38.0,0.746,0.583,0.241,0.24,0.062,0.05,0.678,0.708,1.385,0.677,0.647,0.27,96063.3,7930.68,24392.8,1450.86,0.05,0.8,0.01,2.79,2872636190,4513709153,1.235,47.1,0.3,0.3,O
21,102.2,0.44,0.26,1.364,60.91,3.096,-0.99,25.8,0.545,14.2,14.2,0.08,450,51.9,0.005,693.485,137.99,0.24,0.21,0.16,1.765,0.711,0.531,0.291,0.316,0.04,0.137,0.75,0.534,1.24,0.72,0.647,0.01,87699.5,9387.03,5560.7,5.18,0.05,1.2,0.02,2.47,989067011,989068302,1.22,39.8,0.1,0.2,N
22,99.6,0.584,0.24,1.105,56.36,3.482,0.21,27.0,0.515,14.7,14.6,0.076,425,50.41,0.004,659.07,133.87,0.36,0.24,0.21,-19.445,0.804,0.746,0.323,0.237,0.08,0.055,0.804,0.732,1.365,0.784,0.705,0.005,83365.6,7898.24,19567.6,750.28,0.05,2.1,0.01,5.58,2684122268,2694553378,1.264,42.3,0.3,0.9,L
23,99.5,0.55,0.24,1.057,56.38,3.438,0.47,26.5,0.528,14.5,14.6,0.076,425,50.37,0.004,612.025,141.955,0.35,0.27,0.21,-68.4,0.797,0.679,0.328,0.231,0.077,0.051,0.836,0.729,1.46,0.79,0.698,0.005,87577.8,8734.15,22753.0,766.79,0.03,2.2,0.02,5.06,2686234053,2696665199,1.252,35.7,0.4,0.9,L
24,84.75,0.545,0.12,1.809,48.28,4.95,1.66,25.0,0.557,13.7,13.5,0.064,425,28.9,0.004,857.745,200.835,0.29,0.19,0.17,-36.33,0.599,0.671,0.242,0.301,0.088,0.052,0.649,0.641,1.78,0.627,0.639,0.32,92197.9,8151.11,14526.1,1593.78,0.04,0.7,0.0,2.58,2693622736,4334695754,1.539,40.0,0.0,0.0,O
25,100.55,0.56,0.13,1.433,57.68,2.918,1.31,24.0,0.594,13.1,14.1,0.063,440,49.5,0.006,912.94,180.52,0.21,0.2,0.14,-35.69,0.689,0.749,0.272,0.248,0.09,0.053,0.529,0.603,1.835,0.611,0.641,0.27,91030.1,10155.8,26025.2,1492.43,0.07,0.8,0.01,2.41,2943717557,4584790527,1.238,42.3,0.3,0.3,O
