,311X1,311X7,311X8,311X9,311X10,311X12,311X20,311X21,311X50,311X55,311X63,311X66,311X69,311X76,311X95,311X96,311X97,311X115,311X183,311X184,311X185,311X195,311X199,311X217,311X218,311X219,311X222,311X224,311X225,null_count,TOOL
441,47,1686,4.0,84,45.0,10.0,24.0,8,10,27737,3945,0,402,70,119,119,119,0.26,119,119.0,119,1e-10,1e-10,111.0,115.0,104.9,50.8,458,484,0,E0
442,39,348,0.0,76,45.0,10.0,25.0,8,20,24718,2747,0,76,57,119,119,119,0.25,119,119.0,119,5.4e-08,1e-10,108.3,112.9,100.9,50.9,469,503,0,E0
443,43,0,364.0,45,77.0,12.0,27.0,8,20,66308,3296,206,2,52,119,120,119,0.29,120,120.0,119,1.6e-06,8.8e-07,103.0,108.7,93.2,51.0,497,548,0,E0
444,53,1321,4.0,83,45.0,10.0,24.0,8,10,27462,3860,0,382,58,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.6,115.3,105.1,50.9,459,483,0,E0
445,95,53,53.0,45,45.0,10.0,28.0,13,20,20776,4189,1290,0,71,119,120,118,0.24,118,119.0,118,1e-10,1e-10,107.6,112.2,100.1,50.9,471,506,0,N0
446,95,2717,2721.0,78,78.0,12.0,28.0,15,20,20775,4189,1290,0,71,119,119,118,0.23,119,119.0,119,1e-10,1e-10,107.7,112.7,100.5,50.9,471,504,0,N0
447,98,53,53.0,45,45.0,10.0,28.0,13,20,20778,4190,1290,0,71,119,120,119,0.25,119,119.0,119,1.4e-07,1e-10,107.6,112.2,99.9,50.9,471,508,0,N0
448,40,1720,4.0,84,45.0,10.0,24.0,8,10,27762,3957,0,405,76,119,120,119,0.28,119,119.0,119,1e-10,1e-10,110.3,115.3,105.1,50.9,460,483,0,E0
449,47,4,1721.0,45,84.0,13.0,24.0,8,10,71005,5042,672,2,73,120,120,119,0.32,119,120.0,119,3.9e-06,3.2e-07,104.6,109.8,97.5,51.0,489,524,0,E0
450,45,1721,4.0,84,45.0,10.0,24.0,8,10,27763,3957,0,405,76,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.6,114.9,103.8,50.9,459,489,0,E0
451,83,2938,2943.0,75,76.0,12.0,26.0,15,10,20898,4245,1304,0,65,118,119,118,0.24,119,119.0,119,1e-10,1e-10,109.9,114.8,102.3,50.9,462,495,0,N0
452,98,0,0.0,45,45.0,11.0,28.0,15,20,17868,3727,1131,0,59,118,119,118,0.26,119,119.0,119,9e-07,1e-10,107.9,113.0,99.7,50.9,470,509,0,N0
453,97,1509,,78,,,,13,20,17891,3738,1134,0,65,119,120,118,0.26,118,119.0,117,1e-10,3.1e-06,108.0,113.4,100.1,50.9,470,506,4,N0
454,94,1780,1785.0,77,77.0,12.0,27.0,15,20,20178,4034,1245,0,45,119,119,119,0.24,119,119.0,119,1e-10,1e-10,106.4,110.5,99.6,50.9,477,509,0,N0
455,96,2501,2506.0,77,77.0,12.0,27.0,15,20,20656,4139,1277,0,57,118,119,117,0.24,119,119.0,119,1e-10,1e-10,108.8,113.5,101.6,50.9,466,499,0,N0
456,97,53,53.0,45,45.0,10.0,27.0,13,20,20201,4044,1247,0,50,118,119,118,0.23,119,119.0,119,1e-10,1e-10,104.5,109.0,98.1,50.9,485,517,0,N0
457,37,1478,4.0,82,45.0,10.0,23.0,8,10,27580,3894,0,390,56,119,119,119,0.29,119,119.0,119,1e-10,1e-10,110.7,114.9,103.1,50.9,459,492,0,E0
458,53,1196,4.0,79,45.0,10.0,23.0,8,10,27370,3818,0,373,46,119,119,119,0.29,119,119.0,119,1e-10,1e-10,111.5,114.9,106.2,50.2,455,478,0,E0
459,40,355,0.0,77,45.0,10.0,27.0,8,20,66302,3293,205,2,51,120,120,119,0.29,119,120.0,119,6.2e-07,3.4e-07,103.4,108.8,96.0,51.0,494,532,0,E0
460,40,1202,4.0,80,45.0,10.0,25.0,8,10,70616,4900,640,2,43,119,120,119,0.32,120,120.0,119,1.3e-06,1.1e-07,105.5,110.4,96.4,51.0,485,530,0,E0
461,46,4,1481.0,45,82.0,12.0,23.0,8,10,70823,4977,657,2,53,120,120,119,0.32,120,120.0,119,5.1e-07,1.1e-06,105.2,111.1,98.3,51.0,486,520,0,E0
462,49,1204,4.0,81,45.0,10.0,25.0,8,10,70617,4900,640,2,43,120,120,119,0.3,120,120.0,120,3.2e-06,3.1e-07,105.6,111.1,98.3,51.0,484,520,0,E0
463,46,1480,4.0,82,45.0,10.0,23.0,8,10,27581,3894,0,390,56,119,119,119,0.26,119,119.0,119,1e-10,1e-10,111.3,115.2,105.5,50.8,456,481,0,E0
464,95,1828,1834.0,77,77.0,12.0,28.0,15,20,20204,4046,1248,0,51,118,119,118,0.25,119,119.0,119,1e-10,1e-10,104.8,108.9,98.3,50.9,484,516,0,N0
465,93,53,,45,,,,13,20,20227,4056,1250,0,57,118,119,118,0.24,119,119.0,119,5.4e-06,1e-10,105.7,110.4,98.7,50.9,480,513,4,N0
466,76,15,15.0,45,45.0,10.0,26.0,8,20,68001,4028,400,2,69,120,120,119,0.3,120,120.0,119,2.1e-06,9.3e-07,104.6,109.3,97.3,51.0,489,525,0,E0
467,87,15,559.0,45,81.0,11.0,28.0,8,20,68024,4038,403,2,71,119,120,119,0.31,120,120.0,120,3.6e-06,2.4e-08,104.4,109.2,98.1,51.0,490,521,0,E0
468,58,1885,1888.0,83,83.0,12.0,24.0,8,10,27899,4014,0,418,58,119,119,119,0.29,119,119.0,119,1e-10,1e-10,111.0,115.0,104.9,50.7,457,483,0,E0
469,44,5,5.0,45,45.0,10.0,24.0,8,10,27898,4014,0,418,58,119,119,119,0.28,119,119.0,119,1e-10,1e-10,111.0,114.9,105.6,50.6,457,481,0,E0
470,80,1887,1889.0,83,83.0,12.0,25.0,8,10,27901,4015,0,419,59,119,119,119,0.29,119,119.0,119,1e-10,1e-10,111.1,115.0,105.1,50.8,457,483,0,E0
471,39,544,0.0,79,45.0,10.0,28.0,8,20,70103,4678,581,2,58,119,120,119,0.32,120,120.0,120,1.5e-06,4.2e-07,106.3,111.3,100.8,51.0,481,507,0,E0
472,42,15,15.0,45,45.0,10.0,27.0,8,20,69454,4430,516,2,77,120,120,119,0.31,120,120.0,119,1.9e-06,1e-10,105.0,109.6,99.0,51.0,487,516,0,E0
473,44,1130,1135.0,78,78.0,12.0,23.0,13,10,21769,4349,1340,0,31,118,119,117,0.25,118,119.0,118,1e-10,1e-10,110.7,114.9,104.5,50.7,458,485,0,N0
474,109,15,1599.0,45,83.0,11.0,27.0,8,20,69463,4434,517,2,78,120,120,119,0.33,120,120.0,120,3.7e-06,2e-06,105.0,109.7,99.0,51.0,487,516,0,E0
475,36,4,4.0,45,45.0,11.0,22.0,15,10,21768,4349,1340,0,31,118,119,118,0.27,118,119.0,118,1e-10,1e-10,110.7,114.9,103.8,50.9,458,488,0,N0
476,87,1134,1137.0,78,78.0,12.0,24.0,13,10,21771,4350,1340,0,31,118,120,117,0.26,118,119.0,118,1e-10,1e-10,110.6,115.0,104.3,50.8,458,486,0,N0
477,39,1729,4.0,84,45.0,10.0,27.0,8,10,71013,5046,673,2,74,120,120,120,0.34,120,120.0,119,2.2e-06,1e-10,104.7,109.9,97.5,51.0,488,524,0,E0
478,82,1947,1948.0,83,84.0,12.0,25.0,8,10,27987,4054,0,427,56,119,119,119,0.27,119,119.0,119,1e-10,1e-10,111.1,115.2,105.0,50.7,457,483,0,E0
479,38,1816,4.0,82,45.0,10.0,23.0,8,10,27833,3984,0,411,66,119,119,119,0.26,119,119.0,119,1e-10,1e-10,111.9,115.3,106.3,50.3,453,478,0,E0
480,56,1823,4.0,83,45.0,10.0,24.0,8,10,27839,3987,0,411,67,119,119,119,0.28,119,119.0,119,1e-10,1e-10,111.3,115.3,105.2,50.7,456,483,0,E0
481,54,1831,4.0,83,45.0,10.0,26.0,8,10,27845,3989,0,412,68,119,119,119,0.28,119,119.0,119,1e-10,1e-10,111.3,115.2,105.5,50.7,456,481,0,E0
482,78,1895,1898.0,84,84.0,12.0,26.0,8,10,27915,4021,0,420,61,119,119,119,0.27,119,119.0,119,1e-10,1e-10,109.9,113.9,104.0,50.9,462,489,0,E0
483,39,1246,4.0,82,45.0,10.0,23.0,8,10,27406,3835,0,377,56,119,119,119,0.26,119,119.0,119,1e-10,1e-10,111.2,115.0,105.7,50.6,457,480,0,E0
484,44,4,1247.0,45,82.0,12.0,23.0,8,10,70647,4914,643,2,52,120,120,119,0.32,119,120.0,119,2.2e-07,2.2e-07,105.3,110.9,98.2,51.0,486,520,0,E0
485,46,1247,4.0,82,45.0,10.0,23.0,8,10,27407,3835,0,377,56,119,119,119,0.27,119,119.0,119,2.2e-07,1e-10,111.2,115.1,105.3,50.6,457,483,0,E0
486,46,0,485.0,45,79.0,12.0,25.0,8,20,26814,3580,0,308,71,119,119,119,0.27,119,119.0,119,2.2e-07,1e-10,110.1,114.9,104.2,50.9,461,487,0,E0
487,42,319,0.0,68,45.0,10.0,25.0,8,20,26684,3521,0,292,70,119,119,118,0.28,119,119.0,119,1e-10,1e-10,110.5,115.2,104.4,50.9,460,486,0,E0
488,42,260,0.0,54,271.0,247.0,28.0,8,20,69879,4575,555,2,56,119,120,119,0.31,120,120.0,119,8.4e-07,1.2e-06,106.0,110.5,99.8,51.0,482,512,0,E0
489,43,40,1737.0,45,81.0,11.0,23.0,8,20,26280,3387,0,255,35,119,119,119,0.27,119,119.0,119,1e-10,1e-10,111.0,115.0,105.5,50.6,458,481,0,E0
490,40,1483,4.0,82,45.0,10.0,25.0,8,10,70827,4979,658,2,54,120,120,119,0.3,119,120.0,119,1.5e-06,1.2e-06,104.9,110.7,95.6,51.0,487,534,0,E0
491,47,1751,40.0,81,45.0,10.0,27.0,8,20,69506,4454,522,2,45,120,120,119,0.3,120,120.0,120,1e-06,1.7e-07,106.1,110.9,100.0,51.0,482,510,0,E0
492,65,627,629.0,82,82.0,11.0,27.0,8,20,68107,4076,413,2,68,120,120,119,0.3,120,120.0,119,8.4e-07,1e-10,104.8,109.8,98.3,51.0,488,520,0,E0
493,70,639,642.0,82,82.0,11.0,27.0,8,20,68123,4084,415,2,70,120,120,120,0.3,120,120.0,119,2.1e-06,2.7e-06,104.7,109.6,98.3,51.0,489,520,0,E0
494,77,15,15.0,45,45.0,10.0,27.0,8,20,68125,4084,415,2,70,120,120,119,0.3,120,120.0,120,3.9e-06,5.6e-07,104.4,109.5,95.7,51.0,490,534,0,E0
495,74,15,,45,,,,8,20,68129,4086,415,2,70,120,120,119,0.31,120,120.0,119,3.1e-06,3.9e-07,104.6,109.4,97.8,51.0,489,522,4,E0
496,36,1919,1923.0,83,83.0,12.0,28.0,13,10,22372,4538,1385,0,83,118,119,118,0.28,118,119.0,118,6.9e-07,1e-10,109.3,113.9,101.8,50.9,464,498,0,N0
497,36,4,4.0,45,45.0,11.0,26.0,15,10,22371,4538,1385,0,83,119,119,119,0.24,119,119.0,119,2.9e-06,1e-10,109.3,114.1,102.4,50.9,464,494,0,N0
498,44,788,790.0,82,82.0,12.0,27.0,8,20,68310,4169,437,2,61,120,120,119,0.31,120,120.0,119,3.5e-06,3.3e-07,105.0,109.8,98.8,51.0,487,517,0,E0
499,85,1922,1925.0,83,83.0,12.0,28.0,13,10,22374,4539,1385,0,83,118,119,118,0.24,119,119.0,119,1e-10,1e-10,109.2,113.9,102.1,50.9,464,496,0,N0
0,46,797,799.0,82,82.0,12.0,27.0,8,20,68322,4175,438,2,64,120,120,119,0.32,120,120.0,119,2.4e-06,1e-10,104.8,109.7,98.3,51.0,488,520,0,E0
1,89,805,15.0,82,45.0,10.0,25.0,8,20,68332,4179,440,2,65,120,120,119,0.34,120,120.0,120,1.9e-06,1e-10,104.8,109.6,98.4,51.0,488,519,0,E0
2,41,959,0.0,80,45.0,10.0,28.0,8,20,70431,4829,619,2,58,120,120,119,0.32,120,120.0,120,5.5e-06,1e-10,106.8,111.4,101.2,51.0,478,505,0,E0
3,40,976,0.0,80,45.0,10.0,26.0,8,20,27204,3758,0,354,71,119,120,119,0.37,119,119.0,119,1e-10,1e-10,110.3,115.0,104.8,50.9,460,485,0,E0
4,47,4,1786.0,45,82.0,12.0,25.0,8,10,71053,5060,676,2,65,120,120,119,0.32,119,120.0,119,3.1e-06,1.1e-06,105.4,110.8,96.7,51.0,486,528,0,E0
5,82,1903,1904.0,84,84.0,13.0,26.0,8,10,27925,4026,0,421,62,119,119,119,0.28,119,119.0,119,1e-10,1e-10,108.8,112.6,103.5,50.9,467,490,0,E0
6,47,1786,1788.0,83,83.0,12.0,23.0,8,10,27811,3974,0,409,67,119,120,119,0.27,119,119.0,119,1e-10,1e-10,110.9,114.9,103.1,50.8,458,493,0,E0
7,79,0,0.0,315,315.0,311.0,23.0,8,10,28275,4184,0,455,76,119,119,119,0.3,119,119.0,119,1e-10,1e-10,112.1,115.3,105.8,50.2,452,480,0,E0
8,85,144,145.0,54,54.0,11.0,24.0,8,10,28274,4184,0,455,76,119,119,119,0.28,119,119.0,119,1.9e-07,1e-10,111.8,115.0,106.3,50.1,454,478,0,E0
9,79,0,0.0,315,315.0,311.0,24.0,8,10,28277,4185,0,455,76,119,119,119,0.28,119,119.0,119,1e-10,1e-10,112.1,115.2,106.0,50.2,452,479,0,E0
10,79,146,149.0,54,54.0,11.0,25.0,8,10,28278,4185,0,455,76,119,119,119,0.28,119,119.0,119,1e-10,1e-10,111.8,114.9,106.4,50.1,454,477,0,E0
11,41,417,0.0,79,45.0,10.0,29.0,8,20,70002,4632,570,2,57,120,120,119,0.31,120,120.0,120,4.2e-06,1.8e-06,106.3,110.6,99.3,51.0,481,515,0,E0
12,76,5,5.0,45,45.0,10.0,27.0,8,10,27924,4025,0,421,62,119,119,119,0.28,119,119.0,119,1e-10,1e-10,108.5,113.0,102.6,50.9,468,494,0,E0
13,79,1903,1905.0,84,84.0,13.0,26.0,8,10,27927,4027,0,421,63,119,119,119,0.27,119,119.0,119,1e-10,1e-10,108.7,112.8,102.2,50.9,468,497,0,E0
14,46,0,434.0,45,79.0,12.0,25.0,8,20,26775,3563,0,303,71,119,119,119,0.28,119,119.0,119,1e-10,1e-10,110.2,114.7,103.0,50.9,461,493,0,E0
15,45,1051,40.0,77,45.0,10.0,22.0,8,10,29267,4546,78,0,84,119,119,119,0.28,119,119.0,119,1e-10,1e-10,112.0,115.2,105.5,49.9,452,481,0,E0
16,40,40,1052.0,45,77.0,11.0,24.0,8,10,71361,85,0,29,23,119,120,119,0.36,120,120.0,120,0.00015,2.2e-06,101.5,109.6,86.6,51.0,506,590,0,E0
17,39,1025,0.0,80,45.0,10.0,28.0,8,20,70483,4853,625,2,58,120,120,119,0.31,119,120.0,119,9.4e-07,1.9e-06,106.8,111.4,101.3,51.0,479,504,0,E0
18,48,1051,40.0,77,45.0,10.0,23.0,8,10,29268,4546,78,0,84,119,119,119,0.28,119,119.0,119,1e-10,1e-10,112.3,115.2,106.8,49.9,452,476,0,E0
19,40,40,1059.0,45,77.0,11.0,25.0,8,10,71367,88,0,30,24,120,120,119,0.34,120,120.0,119,8e-06,8.9e-07,99.9,108.9,84.9,51.0,515,601,0,E0
20,40,1041,0.0,80,45.0,10.0,26.0,8,20,27256,3781,0,360,71,119,119,119,0.37,119,119.0,119,1e-10,1e-10,110.3,114.9,104.8,50.9,461,485,0,E0
21,49,1059,1061.0,77,78.0,11.0,24.0,8,10,29274,4549,79,0,84,119,119,119,0.29,119,119.0,119,1e-10,1e-10,112.0,115.4,106.9,49.9,453,475,0,E0
22,46,40,40.0,45,45.0,10.0,24.0,8,10,71368,88,0,30,24,120,120,119,0.33,120,120.0,120,3e-06,1.8e-06,100.4,108.5,85.3,51.0,512,599,0,E0
23,84,4,4.0,45,45.0,11.0,27.0,15,10,22190,4455,1367,0,46,118,120,118,0.25,119,119.0,119,1e-10,1e-10,108.6,112.9,102.0,50.9,467,497,0,N0
24,44,1064,40.0,78,45.0,10.0,25.0,8,10,71372,90,0,30,25,120,120,120,0.32,119,120.0,119,4.2e-06,1.2e-06,99.9,108.0,84.7,50.9,515,604,0,E0
25,86,1682,1687.0,84,84.0,12.0,27.0,13,10,22189,4455,1367,0,46,118,119,118,0.24,118,119.0,118,1e-10,1e-10,108.6,113.1,102.2,50.9,467,495,0,N0
26,54,40,1065.0,45,78.0,11.0,26.0,8,10,29279,4551,79,0,85,119,119,119,0.28,119,119.0,119,1.3e-06,1e-10,112.1,115.2,106.6,50.1,452,477,0,E0
27,48,1065,40.0,78,45.0,10.0,25.0,8,10,71373,91,0,30,26,120,120,119,0.32,120,120.0,120,5.4e-06,3.8e-06,99.1,107.8,85.7,51.0,518,597,0,E0
28,84,4,4.0,45,45.0,11.0,27.0,15,10,22192,4456,1367,0,47,118,119,117,0.24,118,119.0,118,1e-10,1e-10,108.5,112.9,101.9,50.9,467,497,0,N0
29,36,4,4.0,45,45.0,11.0,24.0,15,10,22449,4573,1392,0,85,119,119,118,0.25,118,119.0,118,1e-10,1e-10,110.3,115.2,103.3,50.9,460,490,0,N0
30,86,2023,2027.0,81,82.0,12.0,26.0,13,10,22452,4575,1393,0,85,118,120,118,0.24,119,119.0,119,1e-10,1e-10,110.3,114.8,103.1,50.9,460,491,0,N0
31,69,4,4.0,45,45.0,11.0,25.0,15,10,22451,4574,1392,0,85,118,120,118,0.24,118,119.0,118,1e-10,1e-10,110.2,115.1,103.1,50.8,460,491,0,N0
32,46,1944,42.0,83,45.0,11.0,23.0,8,20,26425,3413,0,263,41,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.5,114.6,103.7,50.9,460,490,0,E0
33,40,42,,45,,,,8,20,69677,4492,534,2,45,119,120,119,0.31,119,120.0,119,2.2e-06,3.8e-07,106.3,110.9,100.7,51.0,481,507,4,E0
34,42,368,,77,,,,8,20,69963,4614,565,2,57,120,120,119,0.33,120,120.0,119,2.8e-06,3.1e-07,106.0,110.9,100.5,51.0,482,508,4,E0
35,41,385,,78,,,,8,20,26736,3545,0,298,70,119,119,119,0.27,119,119.0,119,6.2e-08,1e-10,110.1,114.8,104.3,50.9,461,487,4,E0
36,86,1199,1202.0,82,83.0,12.0,27.0,13,10,21820,4373,1345,0,43,118,119,117,0.26,118,119.0,118,1e-10,1e-10,107.7,112.0,101.0,50.9,471,502,0,N0
37,78,125,126.0,57,57.0,11.0,27.0,8,10,28247,4171,0,452,79,119,119,119,0.3,119,119.0,119,1e-10,1e-10,109.6,114.1,102.6,50.9,463,494,0,E0
38,86,4,4.0,45,45.0,11.0,27.0,15,10,21823,4374,1345,0,44,118,119,117,0.25,119,119.0,119,1e-10,1e-10,107.5,112.3,101.0,50.9,472,502,0,N0
39,86,1201,1206.0,82,83.0,12.0,27.0,13,10,21822,4374,1345,0,44,118,119,118,0.24,118,120.0,118,1e-10,1e-10,107.7,111.9,101.3,50.9,471,500,0,N0
40,82,0,0.0,311,312.0,308.0,26.0,8,10,28246,4171,0,452,79,119,119,119,0.28,119,119.0,119,1.5e-06,1e-10,109.6,114.6,104.1,50.9,463,487,0,E0
41,85,1207,1211.0,83,83.0,12.0,27.0,13,10,21826,4375,1345,0,45,118,119,117,0.23,118,119.0,118,1e-10,1e-10,107.5,111.7,100.7,50.9,472,503,0,N0
42,77,125,128.0,57,57.0,11.0,27.0,8,10,28249,4172,0,452,79,119,119,119,0.28,119,119.0,119,1e-10,1e-10,110.1,114.1,104.3,50.9,461,487,0,E0
43,85,1952,1956.0,84,84.0,12.0,28.0,13,10,22398,4550,1387,0,84,118,119,118,0.27,119,120.0,118,1e-10,1e-10,108.9,113.5,101.9,50.9,466,497,0,N0
44,80,42,42.0,45,45.0,10.0,26.0,8,10,29307,4564,82,0,75,119,119,119,0.28,119,119.0,119,1e-10,1e-10,111.8,115.0,105.3,50.1,453,482,0,E0
45,86,1961,1964.0,84,84.0,12.0,28.0,13,10,22404,4553,1388,0,84,118,119,118,0.28,119,119.0,119,1e-10,1e-10,108.9,113.5,101.7,50.9,465,498,0,N0
46,79,1085,1086.0,77,78.0,11.0,26.0,8,10,29306,4563,82,0,75,119,119,119,0.29,119,119.0,119,1e-10,1e-10,112.0,114.9,107.1,50.0,453,474,0,E0
47,87,1971,1974.0,84,84.0,12.0,28.0,13,10,22412,4557,1389,0,84,118,119,118,0.25,118,119.0,118,1e-10,1e-10,108.8,113.5,101.3,50.9,466,500,0,N0
48,76,42,42.0,45,45.0,10.0,26.0,8,10,29309,4565,82,0,74,119,119,119,0.28,119,119.0,119,1e-10,1e-10,112.1,115.0,107.0,50.1,451,475,0,E0
49,85,1978,1983.0,84,84.0,12.0,28.0,13,10,22418,4559,1389,0,84,118,120,118,0.26,118,119.0,118,1e-10,1e-10,108.9,113.3,101.8,50.9,465,498,0,N0
50,81,42,42.0,45,45.0,10.0,26.0,8,10,29319,4569,83,0,74,119,119,119,0.28,119,119.0,119,2.8e-07,1e-10,111.7,115.0,105.7,50.4,454,480,0,E0
51,82,4,1985.0,45,84.0,12.0,29.0,15,10,22421,4561,1390,0,85,119,120,118,0.28,119,119.0,119,1e-10,1e-10,108.8,113.7,102.0,50.9,466,497,0,N0
52,46,0,879.0,45,80.0,12.0,25.0,8,20,27126,3722,0,345,71,119,119,119,0.27,119,119.0,119,8.9e-07,1e-10,110.4,114.8,104.6,50.9,460,485,0,E0
53,75,1099,1100.0,79,79.0,11.0,27.0,8,10,29328,4573,84,0,75,119,119,119,0.3,119,119.0,119,1.8e-07,1e-10,111.5,115.0,106.2,50.4,455,478,0,E0
54,80,42,42.0,45,45.0,10.0,26.0,8,10,29331,4575,85,0,75,119,119,119,0.28,119,119.0,119,1e-10,1e-10,111.6,115.2,105.8,50.5,455,480,0,E0
55,78,1099,1102.0,79,79.0,11.0,26.0,8,10,29330,4574,84,0,75,119,119,118,0.28,119,119.0,119,1e-10,1e-10,111.2,114.9,106.2,50.4,456,477,0,E0
56,80,14,14.0,45,45.0,10.0,25.0,8,10,28402,4215,2,0,22,119,119,119,0.27,119,119.0,119,0.0011,1e-10,111.2,115.0,106.2,50.4,456,478,0,E0
57,46,1947,42.0,82,45.0,10.0,26.0,8,20,69667,4488,533,2,46,119,120,119,0.31,120,120.0,119,3.7e-07,1e-10,106.7,111.3,101.1,51.0,479,506,0,E0
58,42,42,,45,,,,8,20,26428,3415,0,263,41,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.4,114.8,104.8,50.9,460,485,4,E0
59,47,1948,,82,,,,8,20,69668,4488,533,2,46,119,120,119,0.31,120,120.0,119,5.9e-07,3.3e-07,106.1,110.6,100.7,51.0,482,507,4,E0
60,43,993,0.0,80,45.0,10.0,26.0,8,20,27217,3763,0,356,71,119,119,119,0.29,119,119.0,119,1e-10,1e-10,110.7,114.8,105.0,50.9,459,484,0,E0
61,44,0,1108.0,45,80.0,12.0,28.0,8,20,70548,4883,633,2,58,119,121,119,0.32,120,120.0,120,1.2e-07,5.6e-07,106.8,111.1,99.7,51.0,479,512,0,E0
62,40,1123,0.0,80,45.0,10.0,26.0,8,20,27321,3811,0,368,71,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.7,114.6,104.9,50.9,459,483,0,E0
63,41,1090,0.0,80,45.0,10.0,28.0,8,20,70535,4877,631,2,58,120,120,119,0.33,120,120.0,120,2.5e-06,1.2e-07,106.9,111.4,101.3,51.0,478,505,0,E0
64,41,1107,0.0,80,45.0,10.0,26.0,8,20,27308,3805,0,367,71,119,119,119,0.26,119,119.0,119,3.9e-07,1e-10,110.3,114.9,104.8,50.9,460,485,0,E0
65,41,179,,51,,,,8,20,26575,3472,0,279,65,119,119,119,0.29,119,119.0,119,1e-10,1e-10,110.1,114.4,103.9,50.9,461,489,4,E0
66,46,0,,314,,,,8,20,69819,4548,548,2,53,120,120,119,0.33,120,120.0,120,1.4e-06,2.8e-07,105.9,110.8,100.2,51.0,483,510,4,E0
67,42,218,0.0,51,314.0,311.0,28.0,8,20,69846,4560,551,2,55,120,120,119,0.31,120,120.0,119,6.1e-07,1e-10,106.1,110.6,100.0,51.0,482,511,0,E0
68,41,235,,51,,,,8,20,26619,3491,0,284,68,119,119,118,0.26,119,119.0,119,1e-10,1e-10,110.2,114.3,104.2,50.9,461,487,4,E0
69,41,310,,62,,,,8,20,26678,3518,0,291,70,119,119,119,0.26,119,119.0,119,9.4e-07,1e-10,109.8,114.9,104.2,50.9,463,487,4,E0
70,45,0,0.0,294,296.0,287.0,24.0,8,20,26503,3439,0,270,55,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.8,114.8,105.0,50.9,458,483,0,E0
71,39,4,4.0,45,45.0,11.0,25.0,15,10,22527,4609,1400,0,74,119,119,119,0.24,118,119.0,118,1e-10,1e-10,110.0,114.9,103.1,50.9,461,491,0,N0
72,68,4,4.0,45,45.0,11.0,26.0,15,10,22529,4610,1400,0,74,119,119,119,0.26,119,119.0,119,1e-10,1e-10,109.9,114.9,102.8,50.9,461,493,0,N0
73,85,4,4.0,45,45.0,11.0,27.0,15,10,22533,4612,1400,0,75,118,119,118,0.25,119,119.0,119,2.1e-06,1e-10,109.8,114.9,103.0,50.9,462,491,0,N0
74,40,1302,4.0,82,45.0,10.0,23.0,8,10,27447,3853,0,381,52,119,119,119,0.27,119,119.0,119,1.3e-06,1e-10,111.2,115.2,104.6,50.7,456,485,0,E0
75,47,4,1319.0,45,83.0,12.0,25.0,8,10,70701,4940,648,2,53,120,120,119,0.3,119,120.0,119,4e-06,2e-06,104.8,110.5,95.6,51.0,488,535,0,E0
76,79,8,10.0,45,45.0,11.0,26.0,8,10,28071,4092,0,435,51,119,119,119,0.28,119,119.0,119,1e-10,1e-10,111.7,115.3,105.6,50.5,454,480,0,E0
77,81,2000,2000.0,136,168.0,78.0,25.0,8,10,28070,4091,0,435,51,119,119,119,0.3,119,119.0,119,1e-10,1e-10,111.0,114.9,105.7,50.4,457,480,0,E0
78,85,2129,2132.0,83,83.0,12.0,27.0,13,10,22530,4611,1400,0,74,118,120,117,0.24,119,119.0,119,1e-10,1e-10,109.9,114.4,102.8,50.9,461,493,0,N0
79,44,4,1270.0,45,79.0,12.0,24.0,8,10,27421,3841,0,378,44,119,119,118,0.28,119,119.0,119,1e-10,1e-10,111.8,115.0,106.5,50.5,454,477,0,E0
80,41,1267,4.0,79,45.0,10.0,23.0,8,10,70663,4922,645,2,42,120,120,120,0.32,120,120.0,119,4.7e-06,2.6e-07,106.0,111.2,98.9,51.0,483,516,0,E0
81,46,4,1272.0,45,79.0,12.0,23.0,8,10,70665,4923,645,2,42,120,120,120,0.33,120,120.0,119,3.1e-07,1e-10,105.9,111.6,98.6,51.0,483,518,0,E0
82,52,1272,4.0,79,45.0,10.0,23.0,8,10,27424,3843,0,378,44,119,120,119,0.28,119,119.0,119,6.5e-08,1e-10,111.3,115.0,105.3,50.6,456,483,0,E0
83,44,0,456.0,45,79.0,12.0,28.0,8,20,70032,4645,573,2,57,119,120,119,0.31,119,120.0,119,1.2e-06,6.3e-07,106.4,110.6,100.6,51.0,480,508,0,E0
84,45,0,461.0,45,79.0,12.0,27.0,8,20,70037,4648,574,2,57,119,120,119,0.32,120,120.0,120,2.1e-06,8e-07,106.0,110.6,100.0,51.0,482,511,0,E0
85,42,942,0.0,80,45.0,10.0,29.0,8,20,70418,4823,618,2,58,120,120,119,0.33,120,120.0,120,3.5e-06,1e-10,106.4,110.8,100.9,51.0,480,506,0,E0
86,47,0,960.0,45,80.0,12.0,25.0,8,20,27191,3752,0,352,71,119,119,119,0.37,119,119.0,119,4.1e-07,1e-10,110.7,114.8,105.0,50.9,459,485,0,E0
87,43,1475,4.0,83,45.0,10.0,26.0,8,10,70822,4976,657,2,50,119,120,119,0.3,120,120.0,120,1.6e-06,1e-10,104.8,109.8,97.2,51.0,488,526,0,E0
