,330X2,330X21,330X25,330X31,330X41,330X42,330X48,330X49,330X51,330X52,330X81,330X94,330X100,330X101,330X102,330X104,330X106,330X107,330X108,330X119,330X120,330X121,330X135,330X140,330X141,330X142,330X167,330X179,330X185,330X188,330X190,330X191,330X195,330X197,330X207,330X208,330X214,330X218,330X224,330X236,330X244,330X248,330X258,330X266,330X267,330X274,330X277,330X288,330X296,330X297,330X298,330X302,330X303,330X315,330X321,330X364,330X384,330X385,330X393,330X394,330X395,330X421,330X422,330X441,330X452,330X458,330X460,330X461,330X462,330X468,330X471,330X472,330X481,330X482,330X488,330X498,330X511,330X512,330X516,330X527,330X538,330X539,330X547,330X548,330X552,330X553,330X554,330X555,330X559,330X561,330X562,330X566,330X568,330X569,330X573,330X574,330X575,330X576,330X580,330X582,330X595,330X603,330X604,330X608,330X610,330X611,330X615,330X643,330X670,330X673,330X689,330X690,330X700,330X713,330X798,330X878,330X899,330X909,330X912,330X932,330X952,330X972,330X1053,330X1077,330X1129,330X1174,330X1202,330X1207,330X1214,330X1226,TOOL
52,84.0,4.29,199.8,97.115,39.3,0.41,39.8,0.4,38.975,0.41,97.808,136.0,4.03,0.25,86.69,85.15,97.65,96.6,95.39,4.39,98.64,97.558,98.228,92.89,98.34,97.28,4.38,94.57,93.44,85.89,88.73,87.885,87.08,95.12,95.6,94.545,93.43,93.343,92.26,4.15,94.43,96.18,96.022,90.21,96.42,94.27,97.76,96.915,89.11,90.95,90.01,89.17,4.54,96.933,95.81,99.57,100.15,99.2,81.9,100.85,99.865,100.57,99.612,99.55,97.04,95.93,8.9,98.05,97.075,95.95,97.95,96.995,99.63,98.623,97.42,99.33,95.43,94.36,93.21,2.434,98.58,97.627,97.81,96.832,95.81,5.18,96.31,95.4,94.44,93.89,92.995,92.01,90.56,89.72,88.83,90.38,86.68,85.9,85.22,80.92,4.15,98.66,97.605,96.43,98.18,97.11,95.98,156,93.19,4.78,0.00019,90.89,92.94,4.48,0.0001,123313,1.7,158.0,18.39,19.63,50.49,48.7,2,7.998,5.34,12.89,22.42,22.42,138.0,0.14,A
53,84.2,4.35,198.3,97.044,39.3,0.39,39.9,0.39,38.95,0.65,97.86,135.7,4.42,0.34,86.04,84.58,98.25,97.12,95.68,4.32,99.34,98.175,98.162,93.46,98.99,97.8,4.36,96.627,95.4,85.317,89.82,88.985,88.18,97.64,97.26,96.188,95.17,95.39,94.3,4.65,95.65,97.28,97.83,90.88,98.78,96.87,99.05,98.6,91.31,89.18,88.297,87.41,4.71,98.175,97.11,97.44,96.9,95.895,39.5,96.47,95.415,96.28,95.262,97.63,97.64,96.25,7.9,100.66,99.555,98.1,100.55,99.445,100.97,99.863,98.42,98.69,93.89,92.968,91.98,3.411,98.43,97.4,97.58,96.53,95.23,5.76,96.09,95.083,93.82,94.15,93.205,92.05,91.51,90.555,89.4,92.53,88.39,87.59,86.59,86.0,4.37,96.69,95.692,94.68,97.35,96.357,95.29,155,95.73,4.65,0.00014,91.14,93.22,4.36,7.4e-05,21115,1.68,162.4,18.86,20.18,50.49,48.34,2,7.965,5.89,12.72,22.2,22.21,138.0,12.59,B
54,84.4,4.34,198.3,97.755,39.3,0.39,39.9,0.39,38.625,0.65,100.482,135.6,4.42,0.34,86.0,84.51,98.35,97.222,95.67,4.32,99.43,98.235,98.245,93.46,99.01,97.847,4.36,96.673,95.29,85.328,89.64,88.887,88.04,97.7,97.35,96.25,95.0,95.46,94.29,4.65,95.77,97.427,97.932,90.88,99.0,96.88,99.24,98.677,91.29,89.12,88.282,87.3,4.71,98.3,97.21,97.39,96.82,95.855,39.5,96.42,95.43,96.35,95.303,97.56,97.678,96.22,7.9,100.69,99.593,98.1,100.59,99.485,101.05,99.925,98.43,98.7,93.85,93.005,92.05,3.41,98.34,97.41,97.54,96.575,95.27,5.76,96.01,95.108,93.92,94.1,93.208,92.03,91.45,90.612,89.5,92.52,88.34,87.583,86.57,85.93,4.37,96.76,95.743,94.64,97.37,96.375,95.25,154,95.73,4.65,0.00027,91.16,93.22,4.37,7.9e-05,21744,1.68,162.4,18.87,20.18,50.5,48.34,1,7.962,5.89,12.72,22.21,22.21,141.7,12.59,B
55,84.4,4.34,198.2,97.149,39.2,0.39,39.9,0.39,38.85,0.65,97.94,135.9,4.42,0.33,86.17,84.59,98.16,97.188,95.88,4.32,99.27,98.235,98.273,93.46,98.97,97.905,4.36,96.57,95.24,85.373,89.94,89.065,88.23,97.52,97.18,96.163,94.9,95.275,93.99,4.65,95.48,97.29,97.85,90.88,98.85,96.61,99.09,98.62,91.29,89.12,88.28,87.51,4.71,98.235,97.0,97.55,96.95,95.922,39.5,96.55,95.525,96.41,95.325,97.73,97.733,96.32,7.9,100.81,99.648,98.23,100.66,99.528,101.17,99.968,98.51,98.83,93.98,92.988,92.11,3.41,98.49,97.44,97.68,96.595,95.38,5.76,96.18,95.138,93.99,94.22,93.227,92.03,91.57,90.607,89.49,92.52,88.54,87.645,86.64,86.1,4.37,96.63,95.715,94.77,97.38,96.385,95.41,155,95.73,4.65,0.00015,91.16,93.22,4.37,7.6e-05,21744,1.68,162.4,18.87,20.18,50.49,48.35,2,7.963,5.89,12.72,22.21,22.21,138.2,12.59,B
56,83.3,4.27,200.1,97.009,39.3,0.38,39.825,0.38,39.0,0.37,97.786,135.8,4.04,0.24,85.97,84.49,97.0,96.18,95.0,4.37,97.8,96.972,97.873,90.58,97.8,97.1,4.41,95.03,94.04,85.262,87.58,86.81,85.97,95.83,96.29,95.502,94.59,94.58,93.71,4.13,95.7,97.6,98.127,88.06,98.92,97.2,99.67,99.325,88.37,89.56,88.735,87.87,4.46,99.16,98.14,99.98,99.37,98.495,81.3,99.76,98.91,99.13,98.308,97.95,95.395,94.36,8.9,96.62,95.735,94.72,96.54,95.673,98.62,97.675,96.55,98.73,94.52,93.502,92.33,2.476,98.76,97.782,98.04,97.065,96.13,5.33,96.59,95.675,94.79,94.38,93.505,92.59,90.89,90.087,89.29,88.36,86.9,86.183,85.48,81.21,4.1,97.63,96.767,95.62,97.58,96.715,95.57,156,90.53,4.72,0.00018,88.35,90.44,4.39,9.8e-05,111858,1.71,158.1,18.41,19.65,50.54,48.76,2,7.995,5.34,12.89,22.46,22.46,137.9,0.14,A
57,87.4,4.04,200.0,96.654,39.3,0.48,39.8,0.48,39.1,0.45,97.232,135.6,3.48,0.27,91.66,90.54,99.7,98.858,97.88,4.53,99.81,98.94,98.943,95.51,98.92,97.89,4.22,94.14,93.1,91.01,93.58,92.92,92.33,94.84,94.88,93.862,92.86,92.145,91.18,3.82,92.66,94.23,93.347,86.67,93.41,91.66,94.36,93.538,82.04,95.47,94.748,94.08,4.7,93.483,92.51,95.73,96.35,95.532,82.0,97.34,96.488,97.53,96.715,97.22,94.743,93.91,8.9,95.22,94.345,93.43,95.78,94.94,97.57,96.665,95.71,98.25,99.1,98.285,97.5,2.32,101.07,100.215,100.98,100.145,99.52,5.22,100.45,99.64,99.07,98.79,98.04,97.5,96.19,95.492,95.02,91.53,92.81,92.203,91.92,87.42,3.86,101.3,100.41,99.57,100.32,99.448,98.58,156,96.87,4.99,0.00018,88.78,95.48,4.57,8.8e-05,12125,1.69,158.0,18.36,19.58,50.3,48.52,2,7.99,5.13,12.88,22.38,22.39,137.2,0.14,A
58,87.2,4.04,199.9,97.247,39.4,0.48,39.8,0.48,38.875,0.45,99.892,135.2,3.48,0.27,91.47,90.41,99.43,98.722,97.83,4.53,99.55,98.8,98.838,95.51,98.69,97.86,4.22,94.098,93.4,90.903,93.4,92.797,92.21,94.57,94.67,93.875,93.17,92.123,91.47,3.82,92.9,94.257,93.375,86.67,93.42,91.97,94.32,93.542,82.04,95.27,94.597,93.94,4.7,93.37,92.47,95.58,96.16,95.393,82.0,97.08,96.335,97.28,96.567,96.94,94.58,93.86,8.9,94.86,94.2,93.46,95.49,94.817,97.27,96.527,95.7,98.33,98.86,98.13,97.36,2.321,100.69,100.105,100.62,100.04,99.43,5.22,100.08,99.552,99.0,98.51,98.02,97.61,95.88,95.445,95.08,91.52,92.53,92.203,91.91,87.07,3.86,100.98,100.265,99.45,100.04,99.297,98.52,155,96.86,4.99,0.00041,88.79,95.48,4.58,9.6e-05,12753,1.69,158.0,18.38,19.61,50.39,48.61,1,7.992,5.13,12.88,22.38,22.39,140.9,0.14,A
59,87.3,4.04,200.0,96.625,39.3,0.48,39.8,0.48,39.1,0.45,97.232,135.5,3.48,0.27,91.47,90.31,99.51,98.71,97.71,4.53,99.63,98.765,98.847,95.51,98.73,97.765,4.22,94.037,92.98,90.845,93.47,92.79,92.12,94.76,94.8,93.815,92.73,92.082,91.02,3.82,92.53,94.155,93.275,86.67,93.55,91.61,94.41,93.502,82.04,95.26,94.59,93.82,4.7,93.425,92.45,95.65,96.23,95.38,81.9,97.1,96.343,97.31,96.582,96.95,94.585,93.79,8.9,94.93,94.138,93.4,95.55,94.797,97.32,96.495,95.67,98.27,98.99,98.172,97.25,2.325,100.83,100.117,100.68,100.04,99.45,5.22,100.16,99.525,98.99,98.49,97.985,97.49,95.96,95.475,95.04,91.53,92.63,92.192,91.88,87.11,3.86,101.09,100.255,99.33,100.15,99.285,98.32,156,96.87,4.99,0.00018,88.79,95.48,4.57,9.2e-05,12753,1.69,158.0,18.38,19.61,50.4,48.62,2,7.995,5.13,12.88,22.39,22.39,137.2,0.14,A
60,84.4,4.29,200.0,96.986,39.3,0.41,39.8,0.4,39.0,0.4,97.79,135.6,4.09,0.24,86.54,84.88,97.61,96.668,95.26,4.38,98.8,97.848,98.265,92.2,98.31,97.358,4.42,94.742,93.36,85.748,88.57,87.778,86.84,95.44,95.89,94.917,93.53,93.698,92.34,4.15,94.69,96.75,96.582,89.67,97.21,94.88,98.56,97.825,89.57,90.41,89.602,88.52,4.49,97.965,96.55,99.9,99.95,98.793,81.9,100.91,99.675,100.27,99.117,99.27,96.438,95.19,8.9,97.73,96.635,95.34,97.65,96.535,99.2,97.993,96.59,98.82,94.93,94.06,92.93,2.505,98.3,97.183,97.12,96.108,94.84,5.49,95.74,94.75,93.56,93.32,92.317,91.19,89.92,88.988,87.93,89.62,86.05,85.235,84.33,80.56,4.16,98.38,97.507,96.33,98.28,97.382,96.21,156,92.06,4.74,0.00018,90.19,92.15,4.46,9.6e-05,53753,1.7,158.0,18.39,19.64,50.51,48.72,2,7.995,5.39,12.88,22.41,22.42,137.9,0.14,A
61,87.3,4.36,198.1,98.644,38.9,0.44,39.9,0.44,38.3,0.7,101.738,137.0,4.56,0.34,85.75,84.89,99.44,98.685,97.46,4.54,100.83,100.005,100.29,95.68,100.68,99.862,4.37,98.633,97.84,85.267,89.29,88.745,88.2,99.24,98.91,98.102,97.28,97.073,96.37,4.67,97.41,98.273,98.513,92.68,99.2,97.8,99.28,98.982,93.18,88.88,88.35,87.91,4.72,98.382,97.86,97.35,96.91,96.188,39.4,96.49,95.77,96.5,95.775,97.98,98.367,97.4,8.0,101.14,100.223,99.36,101.01,100.158,101.52,100.66,99.73,100.1,94.04,93.415,92.8,3.424,99.47,98.672,98.71,97.95,97.23,5.59,97.32,96.617,96.03,95.46,94.813,94.13,92.9,92.315,91.77,95.01,89.97,89.407,88.89,87.43,4.49,97.35,96.648,95.98,98.28,97.56,96.86,153,97.26,4.7,9.6e-05,93.0,95.36,4.42,6.8e-05,64824,1.68,162.4,18.86,20.17,50.46,48.31,1,7.965,5.77,12.72,22.18,22.19,143.5,12.58,B
62,87.5,4.36,198.2,98.37,38.6,0.44,39.9,0.44,38.4,0.69,98.83,138.0,4.56,0.33,85.97,84.34,99.94,98.815,97.03,4.52,101.23,100.11,100.302,95.69,101.01,99.888,4.38,98.438,97.12,85.24,89.54,88.8,87.81,99.41,98.92,97.883,96.67,96.835,95.62,4.66,96.61,98.088,98.332,92.68,99.28,97.14,99.42,98.752,93.19,89.15,88.393,87.43,4.72,98.267,96.99,97.59,97.13,96.025,39.4,96.89,95.765,96.89,95.772,98.54,98.442,97.05,8.0,101.62,100.423,98.98,101.48,100.29,101.96,100.81,99.42,99.65,94.39,93.522,92.41,3.437,99.6,98.565,98.85,97.817,96.66,5.6,97.41,96.435,95.33,95.43,94.568,93.61,92.85,92.012,91.12,95.01,89.85,89.078,88.23,87.26,4.52,97.68,96.703,95.57,98.67,97.605,96.41,153,97.28,4.7,0.00036,93.0,95.37,4.42,8.3e-05,80554,1.68,162.4,18.87,20.17,50.46,48.31,2,7.965,5.78,12.71,22.18,22.18,139.4,12.59,B
63,88.2,4.35,197.9,99.429,38.6,0.45,39.9,0.44,38.0,0.7,102.676,138.1,4.53,0.35,87.98,87.12,100.5,99.69,98.64,4.52,101.58,100.785,100.802,95.82,101.15,100.31,4.38,99.1,98.24,87.49,91.48,90.92,90.48,99.75,99.4,98.642,97.86,97.703,96.98,4.66,98.08,98.93,99.125,92.53,99.67,98.41,99.68,99.348,93.09,90.7,90.212,89.78,4.75,98.727,97.82,97.42,96.79,95.993,39.3,96.42,95.615,96.39,95.565,97.66,97.905,96.92,8.0,100.68,99.84,98.78,100.63,99.797,101.44,100.535,99.53,100.47,95.7,95.112,94.54,3.475,100.48,99.785,100.12,99.44,98.66,5.59,99.05,98.428,97.78,97.51,96.952,96.44,95.18,94.728,94.33,95.27,92.42,91.978,91.63,90.13,4.47,98.75,98.043,97.39,99.54,98.793,98.09,152,97.57,4.71,9.4e-05,92.88,95.5,4.42,6.7e-05,31450,1.66,162.2,18.84,20.14,50.39,48.26,1,7.97,5.79,12.69,22.12,22.13,144.8,12.56,B
64,87.7,4.36,198.2,98.482,38.5,0.45,39.9,0.45,38.35,0.71,98.854,138.3,4.56,0.34,87.58,86.46,100.01,99.097,97.81,4.56,101.27,100.308,100.328,95.78,100.62,99.792,4.38,98.36,97.41,86.95,91.08,90.422,89.87,99.0,98.58,97.86,97.0,96.9,96.06,4.61,97.04,98.097,98.313,92.49,99.01,97.44,99.0,98.572,93.06,90.18,89.532,89.02,4.75,97.912,97.19,97.0,96.43,95.498,39.4,96.1,95.16,95.95,95.032,97.37,97.547,96.39,8.0,100.48,99.417,98.24,100.61,99.543,101.25,100.218,99.06,99.38,95.06,94.39,93.72,4.114,99.89,99.007,99.5,98.637,97.72,5.72,98.5,97.657,96.8,96.95,96.242,95.47,94.68,94.003,93.3,96.6,91.95,91.275,90.69,89.67,4.49,98.18,97.328,96.49,98.93,98.127,97.28,153,97.53,4.72,0.00014,92.84,95.47,4.42,7.2e-05,51342,1.67,162.4,18.86,20.17,50.47,48.31,2,7.965,5.91,12.71,22.18,22.18,139.4,12.58,B
65,84.9,4.42,198.1,97.425,39.3,0.38,39.9,0.38,38.8,0.64,99.898,135.6,4.26,0.33,88.22,87.37,98.04,97.413,96.76,4.36,98.84,98.185,97.98,92.77,98.15,97.477,4.38,96.26,95.41,87.778,91.42,90.918,90.48,96.85,96.33,95.61,94.78,94.565,93.76,4.22,94.97,96.4,96.935,89.22,97.92,96.41,98.24,97.868,90.09,90.91,90.525,90.16,4.74,98.335,97.58,97.85,97.14,96.37,39.9,96.9,96.093,96.62,95.833,97.3,97.335,96.47,7.9,99.74,98.938,98.07,99.25,98.443,100.18,99.29,98.44,98.34,95.04,94.573,94.05,3.562,97.7,96.93,97.0,96.267,95.56,6.07,95.81,95.127,94.45,94.2,93.47,92.8,91.79,91.123,90.53,90.55,89.11,88.485,87.87,87.01,4.19,97.32,96.742,96.12,97.92,97.315,96.59,155,95.14,4.79,0.00029,90.06,92.41,4.33,6.6e-05,53902,1.65,162.4,18.84,20.15,50.42,48.29,1,7.965,5.59,12.7,22.14,22.14,140.9,12.58,B
66,84.4,4.42,198.1,96.772,39.2,0.39,39.9,0.38,39.075,0.65,97.344,136.0,4.26,0.33,84.78,83.53,96.88,96.14,95.07,4.36,98.13,97.38,97.667,92.77,98.08,97.345,4.38,96.665,95.78,84.118,88.18,87.45,86.81,97.29,96.82,96.052,95.17,94.73,93.89,4.22,94.65,96.245,96.795,89.22,97.8,96.23,98.13,97.77,90.09,87.87,87.228,86.66,4.74,98.215,97.41,97.89,97.26,96.33,40.4,96.91,96.04,96.73,95.815,97.49,97.31,96.14,8.0,99.83,98.872,97.74,99.33,98.355,100.31,99.293,98.14,98.04,92.55,91.788,91.12,3.561,97.65,96.697,96.93,96.022,95.13,6.08,95.76,94.838,93.94,94.01,93.132,92.31,91.61,90.793,90.07,90.51,88.89,88.145,87.47,86.79,4.19,95.39,94.578,93.8,96.31,95.508,94.69,156,95.14,4.79,0.00014,90.06,92.43,4.34,6.5e-05,60456,1.66,162.3,18.85,20.16,50.44,48.3,2,7.97,5.59,12.7,22.14,22.15,137.3,12.58,B
67,87.5,4.18,200.0,98.639,38.6,0.47,39.8,0.46,38.325,0.45,99.698,138.2,3.53,0.26,92.02,89.22,101.07,99.97,97.72,4.48,101.75,100.643,100.9,94.77,101.03,99.903,4.29,96.165,94.11,91.032,94.0,92.918,91.03,96.89,96.92,95.795,93.85,94.372,92.47,3.94,93.83,96.412,95.755,88.19,96.09,93.06,97.06,96.02,82.93,95.81,94.68,92.71,4.67,95.795,93.81,98.12,98.97,97.765,81.4,99.7,98.537,99.73,98.585,98.89,96.155,94.32,8.9,97.04,95.99,94.28,97.24,96.19,98.95,97.703,95.71,97.69,99.93,98.698,96.6,2.298,100.06,98.942,99.76,98.68,96.89,5.06,99.06,97.995,96.24,97.34,96.34,94.61,94.65,93.708,92.09,91.31,91.19,90.29,88.77,85.32,3.97,102.47,101.23,99.09,101.89,100.628,98.49,153,96.04,4.93,0.00039,90.47,94.94,4.56,0.0001,122257,1.71,158.1,18.4,19.64,50.5,48.71,1,7.992,5.14,12.89,22.42,22.43,140.6,0.14,A
68,86.8,4.18,199.9,97.133,39.1,0.46,39.8,0.46,38.85,0.44,97.75,136.2,3.53,0.27,90.47,89.26,99.78,99.042,97.99,4.48,100.36,99.532,99.918,94.7,99.69,98.845,4.28,95.138,94.12,89.853,92.6,91.955,91.26,95.77,95.67,94.728,93.73,93.282,92.33,3.94,93.85,95.46,94.895,88.12,94.74,92.86,95.91,95.043,82.87,94.44,93.712,92.95,4.67,94.962,93.99,97.07,97.89,96.985,81.4,98.26,97.478,98.44,97.665,97.69,95.377,94.49,8.9,96.01,95.297,94.45,96.04,95.328,97.86,97.083,96.14,98.13,98.47,97.678,96.88,2.306,98.74,98.097,98.3,97.705,96.97,5.06,97.55,96.962,96.31,95.85,95.298,94.7,93.12,92.625,92.13,91.27,89.72,89.262,88.83,84.06,3.96,101.09,100.278,99.46,100.52,99.702,98.89,155,95.96,4.93,0.00019,90.42,94.89,4.56,0.0001,134019,1.71,158.1,18.41,19.64,50.5,48.72,2,7.99,5.14,12.89,22.42,22.43,137.9,0.14,A
69,83.0,4.28,200.0,97.061,39.2,0.4,39.8,0.39,38.9,0.39,97.722,135.8,4.05,0.24,85.49,83.87,96.94,96.168,94.95,4.39,98.17,97.383,97.98,92.59,97.77,96.955,4.39,94.36,93.3,84.858,87.69,87.043,85.99,94.83,95.38,94.577,93.51,93.475,92.47,4.14,94.81,96.543,96.4,89.87,96.72,94.94,98.02,97.373,89.32,90.01,89.308,88.21,4.53,97.263,96.28,99.33,99.85,99.023,81.9,100.63,99.79,100.27,99.42,99.29,96.982,96.03,8.9,97.96,97.177,96.23,97.86,97.05,99.7,98.795,97.74,99.85,94.72,93.94,92.74,2.432,99.37,98.49,98.63,97.765,96.78,5.18,97.2,96.395,95.46,94.8,94.063,93.16,91.44,90.77,89.97,90.15,87.58,86.945,86.21,81.52,4.14,98.0,97.21,95.99,97.67,96.87,95.68,155,92.74,4.76,0.00018,90.49,92.62,4.46,9.5e-05,221847,1.71,158.1,18.4,19.64,50.51,48.73,2,7.992,5.35,12.89,22.42,22.44,137.8,0.14,A
70,89.9,4.14,199.9,98.051,39.1,0.5,39.8,0.49,38.55,0.52,100.304,136.0,3.52,0.27,93.06,91.47,100.21,98.975,97.8,4.52,100.9,99.665,99.785,95.25,99.93,98.763,4.25,94.773,94.17,92.015,94.98,93.86,93.29,95.59,95.71,94.647,94.05,92.925,92.35,3.9,93.42,94.528,93.86,87.41,94.1,92.28,94.91,93.83,82.51,96.56,95.29,94.5,4.75,93.72,93.05,96.36,96.99,95.697,82.1,97.94,96.617,98.1,96.697,97.59,94.91,94.12,8.9,95.71,94.29,93.25,96.4,94.98,98.21,96.755,95.71,98.63,99.76,98.487,97.64,2.276,103.4,101.95,103.75,102.265,101.22,5.06,103.53,101.99,100.94,102.15,100.615,99.53,99.7,98.228,97.21,91.44,96.0,94.597,93.66,90.1,3.92,101.78,100.505,99.67,100.8,99.54,98.7,154,97.0,5.03,0.0001,89.39,95.23,4.58,7.8e-05,41353,1.64,157.8,18.05,19.23,48.98,47.31,1,7.998,5.13,12.84,21.72,22.12,141.5,0.1,A
71,87.4,4.32,199.9,99.0,38.3,0.41,39.825,0.4,38.15,0.41,99.574,139.0,4.05,0.24,89.25,87.99,98.41,97.795,96.94,4.37,99.58,98.91,99.405,89.79,99.7,99.005,4.44,95.463,94.79,88.453,90.79,89.973,89.43,96.07,96.83,96.123,95.43,96.145,95.5,4.17,96.98,98.945,99.787,87.56,100.03,98.63,101.01,101.125,87.83,91.77,90.97,90.37,4.49,100.915,100.22,101.84,101.78,100.868,86.5,101.98,101.028,101.43,100.47,99.66,97.685,96.86,9.1,97.13,96.17,95.32,96.23,95.282,97.7,96.655,95.71,98.19,96.19,95.343,94.66,2.639,101.87,100.645,101.6,100.315,99.13,5.56,100.64,99.41,98.27,98.88,97.542,96.44,95.82,94.63,93.63,87.77,91.9,90.667,89.77,85.62,4.12,98.4,97.718,97.17,97.79,97.097,96.6,152,89.93,4.75,9.1e-05,87.88,89.6,4.41,7.5e-05,132210,1.64,157.9,18.07,19.26,49.06,47.35,2,7.992,5.49,12.86,21.82,22.18,140.5,0.11,A
72,84.8,4.31,199.9,97.147,39.1,0.39,39.85,0.38,38.875,0.39,97.948,136.1,4.04,0.24,87.3,85.72,96.62,95.75,94.55,4.35,97.72,96.84,97.445,89.66,98.0,97.097,4.42,93.69,92.75,86.563,88.86,88.043,87.13,94.46,95.39,94.523,93.56,94.35,93.47,4.15,94.93,97.035,97.777,87.43,98.28,96.66,99.2,99.218,87.7,89.88,89.093,88.16,4.47,99.063,98.29,99.98,99.78,98.825,86.1,100.01,99.072,99.62,98.625,97.99,96.02,95.15,9.1,95.6,94.635,93.75,94.83,93.835,96.4,95.368,94.38,96.93,94.39,93.498,92.49,2.61,100.56,99.465,100.21,99.155,98.17,5.55,99.36,98.285,97.32,97.54,96.375,95.2,94.45,93.438,92.36,87.69,90.75,89.69,88.64,84.53,4.1,96.77,95.845,94.79,96.13,95.222,94.19,155,89.77,4.74,0.00017,87.75,89.47,4.4,8.6e-05,132838,1.65,158.0,18.2,19.41,49.62,47.9,2,7.992,5.49,12.87,22.27,22.34,138.2,0.12,A
73,84.2,4.3,199.9,97.644,38.9,0.38,39.825,0.37,38.65,0.39,98.394,136.7,4.04,0.24,87.94,86.39,97.14,96.257,95.11,4.35,98.18,97.265,97.88,89.59,98.52,97.535,4.41,94.045,92.8,87.195,89.51,88.69,87.81,95.1,95.92,94.895,93.75,94.728,93.64,4.15,95.13,97.585,98.42,87.36,98.81,96.82,99.69,99.687,87.63,90.55,89.703,88.78,4.47,99.347,98.2,100.35,100.18,99.17,86.0,100.47,99.472,100.02,98.995,98.49,96.445,95.37,9.1,96.04,95.045,94.02,95.35,94.317,96.9,95.847,94.69,97.37,95.08,94.122,93.1,2.578,101.08,100.058,100.82,99.79,98.68,5.55,99.94,98.94,97.89,98.09,97.14,96.1,95.18,94.22,93.27,87.62,91.35,90.495,89.67,85.1,4.1,97.42,96.438,95.41,96.61,95.718,94.75,154,89.73,4.73,0.00018,87.68,89.42,4.39,9.4e-05,134130,1.67,158.0,18.34,19.56,50.26,48.5,2,7.992,5.49,12.88,22.39,22.4,138.8,0.13,A
74,83.7,4.27,199.9,98.688,38.4,0.4,39.825,0.39,38.325,0.39,99.124,138.6,4.07,0.25,87.04,84.0,98.46,97.172,94.92,4.38,99.59,98.29,99.037,92.02,99.51,98.2,4.42,95.67,93.6,85.873,88.98,87.753,85.82,96.86,97.42,96.18,94.19,95.105,93.14,4.14,95.47,98.305,98.242,89.19,99.03,95.63,100.46,99.3,89.2,90.99,89.763,87.78,4.53,99.102,96.9,100.89,100.75,99.273,81.7,101.37,99.903,100.72,99.345,99.76,96.708,94.58,8.9,98.26,96.977,94.9,98.14,96.907,100.08,98.787,96.72,99.22,95.6,94.317,92.22,2.43,100.87,99.673,100.07,98.927,96.83,5.32,98.85,97.752,95.67,96.62,95.53,93.5,93.23,92.218,90.3,89.63,89.13,88.185,86.36,83.04,4.14,99.11,97.745,95.58,99.08,97.745,95.62,153,91.88,4.75,0.00013,89.65,91.91,4.45,8.9e-05,82614,1.7,158.0,18.38,19.62,50.47,48.68,1,7.992,5.27,12.88,22.4,22.42,139.8,0.14,A
75,83.2,4.27,199.9,97.192,39.2,0.39,39.8,0.39,38.85,0.39,98.026,135.9,4.07,0.25,86.17,84.33,97.47,96.502,95.24,4.37,98.6,97.615,98.392,91.93,98.49,97.535,4.41,95.113,93.89,85.355,88.04,87.163,86.09,96.04,96.6,95.618,94.41,94.488,93.32,4.14,95.71,97.692,97.588,89.11,98.12,95.92,99.44,98.625,89.12,90.19,89.222,88.03,4.52,98.463,97.22,99.85,99.67,98.552,81.6,100.28,99.18,99.73,98.663,98.81,95.99,94.72,8.9,97.31,96.185,94.91,97.22,96.105,99.21,98.067,96.73,99.12,94.71,93.745,92.52,2.468,99.74,98.678,99.03,97.935,96.83,5.32,97.71,96.72,95.69,95.47,94.477,93.28,92.11,91.165,90.07,89.68,88.05,87.19,86.16,82.16,4.13,98.15,97.145,95.91,98.13,97.153,95.91,155,91.8,4.74,0.00018,89.56,91.83,4.45,9.8e-05,94339,1.7,158.0,18.39,19.63,50.49,48.7,2,7.99,5.28,12.88,22.42,22.42,138.3,0.14,A
76,83.4,4.27,200.0,97.735,39.3,0.38,39.85,0.38,38.675,0.38,100.344,135.6,4.06,0.25,86.21,84.68,97.3,96.48,95.38,4.37,98.17,97.393,98.21,90.83,98.25,97.427,4.41,95.123,94.15,85.477,88.0,87.258,86.4,95.94,96.54,95.75,94.8,94.845,93.93,4.13,96.18,98.083,98.145,88.36,98.64,96.92,99.94,99.475,88.65,89.86,89.108,88.15,4.48,99.352,98.35,100.24,99.71,98.687,81.2,99.95,98.998,99.32,98.385,98.19,95.585,94.45,8.9,96.76,95.832,94.69,96.8,95.853,98.72,97.78,96.59,99.0,94.45,93.627,92.57,2.458,99.32,98.422,98.6,97.738,96.67,5.33,97.26,96.457,95.48,95.09,94.315,93.33,91.61,90.92,90.1,88.67,87.72,87.015,86.23,81.92,4.12,97.83,96.985,95.92,97.81,96.957,95.92,154,90.8,4.72,0.00036,88.62,90.72,4.41,0.00011,234742,1.71,158.1,18.41,19.65,50.53,48.74,1,7.995,5.33,12.89,22.45,22.46,141.5,0.14,A
