,312X51,312X52,312X53,312X54,312X55,312X57,312X59,312X60,312X61,312X64,312X65,312X66,312X67,312X69,312X70,312X75,312X81,312X91,312X95,312X96,312X111,312X115,312X130,312X131,312X132,312X133,312X141,312X217,312X246,312X253,312X254,312X255,312X256,312X260,312X261,312X263,312X266,312X267,312X277,312X279,312X280,312X281,312X283,312X284,312X285,312X286,312X287,312X289,312X290,312X291,312X292,312X293,312X303,312X310,312X311,312X315,312X332,312X333,312X337,312X338,312X340,312X349,312X351,312X352,312X355,312X356,312X357,312X358,312X359,312X361,312X362,312X363,312X373,312X379,312X380,312X381,312X382,312X383,312X385,312X386,312X387,312X388,312X389,312X421,312X423,312X424,312X425,312X426,312X429,312X438,312X439,312X441,312X456,312X462,312X465,312X468,312X471,312X475,312X476,312X477,312X480,312X482,312X483,312X489,312X516,312X517,312X519,312X524,312X525,312X528,312X529,312X530,312X531,312X552,312X553,312X555,312X566,312X570,312X574,312X576,312X580,312X582,312X586,312X588,312X589,312X591,312X594,312X597,312X630,312X631,312X633,312X639,312X640,312X645,312X670,312X672,312X690,312X691,312X692,312X693,312X694,312X695,312X696,312X697,312X698,312X699,312X700,312X711,312X712,312X713,312X714,312X717,312X728,312X729,312X730,312X732,312X752,312X754,312X762,312X776,312X778,TOOL
62,346,272,173,230,228,357,178,262,234,250,162,223,223,1.67,1.12,8.1,1.15,0,4010,4010,13.9,25.9,31.5,31.8,32.4,32.9,32.1,48,18.4,2,720,2,2,722,4,4,718,2,1123,139,1000,1999,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,2,0,0,0,0,0,1,33874,29179,28357,3,5,10.1,10.8,10.1,2999,3045,5003,2959,4996,32,32,26,69,33,28,16,98,60,51,50,52,37,47,48,50,990,932,300,688,5000,3000,5043,3002,4963,2999,59,68,58,62,58,50,82,77,77,52,77,2098,2419,3008,3010.4,3012.1,3011.2,2.5,3055,3060,3052,3057,25,2942,99.9,99.9,100,100,100,103.3,103.2,103.1,103.1,85,56,108.2,102,102,1245
76,341,271,172,231,228,352,178,266,232,251,163,222,223,1.7,1.12,8.03,1.18,0,4010,4010,15,25.6,30.9,31.6,32.5,33.2,31.4,47.9,18.6,2,720,2,2,722,4,4,718,2,1123,139,1000,1998,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,2,2,5,0,0,0,0,0,0,34039,29315,28493,3,5,10.1,10.7,10.1,2999,3044,5003,2951,4997,32,32,26,69,33,28,17,98,60,51,50,52,37,47,48,50,996,932,303,689,5000,3000,5037,3002,4965,2999,59,68,58,62,58,50,83,77,77,52,77,2095,2417,3010.3,3009,3012.2,3008.7,1,3060,3055,3057,3055,20,2950,99.4,99,99.2,99.5,100.1,104.7,104.7,104.5,104.2,85,56,110,101.3,101.4,1245
93,327,267,170,237,235,331,181,259,238,242,163,229,229,1.68,1.1,8.23,1.15,0,4010,4010,25,21.8,31.8,33.3,34.2,34.8,31.3,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,999,1998,1127,483,140,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,2,0,0,0,0,0,1,33964,29239,28418,4,5,10.1,10.6,10.2,2999,3044,5002,2951,4995,32,32,27,70,33,28,17,97,60,52,50,53,26,47,48,50,1027,904,318,693,5000,2999,5039,3002,4965,2999,60,69,58,66,58,51,83,77,78,52,77,2081,2402,3007.8,3008.9,3010.1,3011.3,2,3052,3062,3055,3062,25,2937,103.3,100.7,99.8,99.5,105.1,103,103,103,102.9,86,56,110,99.4,99.4,1245
1,346,272,173,230,228,359,179,259,233,253,162,222,223,1.66,1.11,7.83,1.15,0,4010,4010,20.3,14.9,33.3,33.6,33.8,33.6,33.3,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,1000,1998,1127,483,143,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,1,33971,29247,28425,3,5,10.1,10.8,10.1,2999,3045,5003,2955,4995,32,32,26,69,33,28,16,97,60,51,50,52,34,47,48,50,987,923,300,688,5000,3000,5038,3002,4968,2998,59,68,58,63,58,50,83,77,77,52,77,2097,2413,3009.6,3009.3,3009.6,3009.8,2.5,3060,3062,3057,3055,25,2955,110.7,109.7,107.2,104.6,110.9,102.8,103.2,103.7,104.4,85,56,110.1,101.1,101.2,1245
9,344,273,173,233,229,352,179,265,234,248,162,224,224,2.17,1.61,8.55,1.63,0,4010,4010,16.1,25.5,30.1,31.1,32.1,32.9,30.4,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,1000,1998,1127,479,143,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,1,34311,29633,28767,3,5,10.1,10.8,10.1,3000,3040,5003,2964,4996,32,32,26,69,33,28,16,97,60,51,50,52,35,47,48,50,997,921,303,689,4999,3000,5029,3002,4970,2998,59,68,57,63,58,50,83,77,77,52,77,2096,2412,3008,3009.9,3011,3013,2.2,3060,3055,3060,3065,22,2947,105,109.2,110.5,111.1,107.3,102.6,102.3,102.4,102.8,85,57,110,101.6,101.6,1245
19,326,267,171,239,232,329,181,265,236,242,163,228,225,1.56,1.06,7,1.1,0,4010,4010,25,21.1,32,33.4,34.3,34.8,31.4,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,999,1998,1127,479,140,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,0,34429,29750,28883,3,5,10.1,10.7,10.2,2999,3047,5003,2949,4996,32,32,27,69,33,28,17,97,61,52,50,53,36,47,47,50,1025,913,319,693,5000,2999,5042,3002,4958,2999,59,68,58,63,58,50,83,77,77,51,77,2082,2419,3010,3009.3,3010.2,3010.7,0.4,3062,3055,3060,3055,22,2945,110.7,110.6,110.6,110.5,110.8,101.7,101.9,102.2,102.9,85,56,110,99.6,99.6,1245
25,338,271,172,232,228,341,178,266,233,247,162,222,224,1.59,1.04,8.15,1.05,0,4010,4010,25.6,22.8,31.1,32.8,34,34.6,30.4,47.9,18.6,2,720,2,2,722,4,4,718,2,1123,139,1000,1999,1127,479,140,1001,2002,1123,476,136,997,1998,449,0,0,448,0,410,0,0,0,376,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,0,34080,29375,28535,3,5,10.1,10.7,10.1,3000,3057,5003,2958,4995,32,32,26,69,33,28,16,97,60,51,50,52,33,47,47,50,997,921,305,689,5000,3000,5036,3002,4963,2999,59,68,58,63,58,50,83,77,77,52,77,2095,2417,3009.1,3011.1,3009.1,3008.9,0.9,3057,3060,3055,3062,20,2942,111,110.1,108.2,105.7,111.1,102.6,103,103.5,104.2,85,56,109.9,101.5,101.5,1245
27,341,271,172,230,228,345,179,266,234,250,161,222,223,1.72,1.12,8.1,1.2,0,4010,4010,23,14.8,33.1,33.9,34.1,34.1,32.9,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,1000,1998,1127,483,143,1004,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,376,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,2,0,0,0,0,0,1,33994,29269,28448,3,5,10.1,10.7,10.1,2999,3044,5002,2958,4997,32,32,26,69,33,28,15,97,60,51,50,52,33,47,48,50,995,913,299,685,4999,2999,5030,3001,4961,2999,60,68,58,64,58,50,83,77,77,53,77,2094,2408,3008,3009.5,3008.7,3010.3,0.4,3055,3065,3060,3062,25,2947,102.5,100.1,99.4,99.1,104.3,103.9,104.2,104.3,104.2,85,56,110.1,100.3,100.3,1245
35,348,273,173,230,229,359,181,258,236,248,162,222,223,2.07,1.52,8.28,1.58,0,4010,4010,23.6,15.4,33.2,34,34.4,34.3,32.9,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,999,1998,1127,483,143,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,376,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,0,34466,29787,28920,3,5,10.1,10.7,10.1,2999,3043,5003,2960,4996,32,32,26,68,34,28,16,97,60,50,50,51,36,47,48,50,992,918,296,686,5000,2999,5034,3002,4962,2999,59,68,58,64,58,51,82,77,77,53,77,2097,2405,3008,3009,3009.3,3010,2.1,3057,3062,3057,3062,22,2955,100.1,99.2,99.1,99.3,101,104.6,104.7,104.6,104.3,85,57,110.1,100.8,100.8,1245
40,348,273,173,229,229,361,180,259,235,250,163,223,223,1.64,1.07,8.03,1.13,0,4010,4010,13.9,25.9,31.5,31.7,32.3,32.7,32,47.9,18.6,2,720,2,2,722,4,4,718,2,1123,139,1000,1999,1127,479,143,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,0,34437,29758,28891,3,5,10.1,10.8,10.2,3000,3056,5003,2958,4996,32,32,26,70,34,28,16,97,60,50,50,51,31,47,47,50,992,932,296,687,5000,3000,5036,3002,4966,2999,59,68,58,63,58,50,82,77,77,52,77,2097,2415,3009.8,3010.7,3010.1,3011.5,1.4,3065,3060,3055,3062,22,2952,99.1,99.4,99.7,99.9,99.2,104.5,104.3,104.1,103.9,85,57,110,101.1,101.3,1245
41,350,274,173,229,229,363,180,253,235,249,163,223,223,1.61,1.06,7.85,1.13,0,4010,4010,25.4,18.6,33.2,34.5,35.4,35.8,32.7,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,1000,1999,1127,479,143,1001,2002,1123,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,2,5,0,0,0,0,0,1,34440,29761,28894,3,5,10.1,10.7,10.2,2999,3038,5002,2963,4996,32,32,26,69,34,28,16,97,60,50,50,51,33,47,47,50,987,928,297,687,5000,2999,5035,3002,4966,2998,59,68,58,63,58,50,82,77,77,52,77,2097,2413,3008.3,3010.9,3009.6,3010.7,2.3,3057,3065,3065,3060,22,2942,108.6,104.1,101.9,100.6,110.3,103.2,103.7,104.2,104.7,85,57,110,101.6,101.7,1245
57,346,272,173,230,228,359,178,263,233,250,162,222,223,1.69,1.11,7.95,1.15,0,4010,4010,13.9,25.9,31.3,31.7,32.3,32.9,31.9,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,1000,1998,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,2,0,0,0,0,0,1,34071,29366,28526,3,5,10.1,10.8,10.1,2999,3039,5003,2952,4996,32,32,26,70,33,28,16,97,60,51,50,52,35,47,47,50,989,928,300,688,5000,3000,5038,3002,4965,2999,59,68,58,63,58,50,83,77,77,52,77,2096,2415,3008.5,3011.3,3011.2,3009.6,2.4,3055,3060,3060,3052,22,2950,105.5,101.7,100.3,99.5,108.1,103.5,104.1,104.4,104.6,85,57,109.7,101.9,102,1245
60,326,264,170,238,237,333,181,262,239,241,164,230,230,1.91,1.38,8.58,1.38,0,4010,4010,25,21.4,31.9,33.3,34.2,34.8,31.4,47.9,18.6,2,720,2,2,722,4,4,718,2,1123,139,999,1998,1127,479,143,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,0,33794,28869,28266,4,5,10.1,10.7,10.2,3000,3059,5002,2955,4997,32,32,27,69,33,28,17,97,61,52,51,53,27,47,48,50,1023,919,320,695,4999,2999,5035,3002,4966,2999,61,69,58,66,58,51,83,77,78,52,77,2076,2385,3008.6,3010.1,3010.2,3011.2,1.5,3062,3062,3057,3057,20,2945,110.3,110.3,110.3,110.3,110.4,101.9,102.1,102.5,103.1,86,56,110,99.5,99.4,1245
78,348,273,173,230,228,361,178,262,234,251,162,223,223,1.74,1.18,7.83,1.23,0,4010,4010,15.2,14.9,33.3,33.2,33.4,33.2,34,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,1000,1999,1127,483,140,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,376,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,2,2,0,0,0,0,0,0,34029,29304,28483,3,5,10.1,10.8,10.1,3000,3043,5003,2953,4995,32,32,26,69,33,28,16,97,60,51,50,52,34,47,48,50,987,930,300,688,5000,2999,5032,3002,4965,2999,59,68,58,63,58,50,82,77,77,52,77,2096,2418,3009,3011.4,3011.4,3009.5,0.9,3055,3062,3060,3057,25,2947,100,100.1,100.3,100.3,100.1,103.1,103,103,103,85,56,109.9,101.5,101.5,1245
81,343,272,173,232,229,351,179,264,234,251,163,223,224,1.66,1.09,8.28,1.1,0,4010,4010,25.5,24,30.3,32.1,33.3,34,29.4,47.9,18.6,2,720,2,2,722,4,4,718,2,1123,139,1000,1999,1127,483,143,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,0,34011,29286,28465,3,5,10.1,10.8,10.1,2998,3036,5003,2956,4996,32,32,26,70,33,28,17,97,60,51,50,52,34,47,47,50,997,926,303,689,4999,3000,5038,3003,4965,2999,59,68,58,63,58,50,83,77,77,52,77,2095,2411,3008,3009.9,3008.4,3011.4,1.8,3055,3060,3062,3055,27,2960,100.8,104.3,107.1,109.4,102.2,102.9,102.6,102.4,102.5,85,56,109.5,101.6,101.5,1245
82,348,274,173,229,229,359,179,266,236,247,162,222,223,1.68,1.08,8.15,1.13,0,4010,4010,18,23.8,31.6,32.7,33.6,34.3,31.7,47.9,18.6,2,720,2,2,722,4,4,718,2,1123,139,1000,1998,1127,479,143,1004,2002,1123,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,0,34502,29810,28956,3,6,10.1,10.7,10.2,2999,3047,5003,2951,4995,32,32,26,69,34,28,16,97,60,50,50,51,33,47,47,50,987,926,296,687,5000,2999,5035,3001,4961,2998,59,68,58,63,58,50,82,77,77,52,77,2098,2414,3009.2,3009.8,3010.8,3011.8,1.8,3065,3060,3055,3060,20,2950,106.1,102,100.4,99.6,108.5,103.5,104,104.5,104.7,85,56,109.8,102,101.9,1245
86,349,274,173,231,229,359,179,265,236,248,162,223,224,1.66,1.11,7.98,1.13,0,4010,4010,14.1,25.8,31.2,31.6,32.3,32.9,31.7,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,1000,1998,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,0,34504,29812,28958,3,5,10.1,10.7,10.1,3000,3044,5003,2960,4996,32,32,26,69,33,28,16,97,60,50,50,51,34,47,47,50,987,928,298,688,5000,3000,5038,3002,4965,2999,59,68,58,63,58,50,82,77,77,52,77,2097,2416,3007.2,3010,3010.7,3009.3,2,3057,3060,3062,3055,22,2942,100,99.9,100,99.9,100,103.7,103.5,103.4,103.4,85,57,106.5,101.8,101.5,1245
88,343,273,173,233,229,351,179,274,235,250,163,223,224,1.64,1.07,8.13,1.1,0,4010,4010,25.8,23.4,30.5,32.4,33.6,34.2,29.4,47.9,18.6,2,720,2,2,722,4,4,718,2,1123,139,999,1998,1127,483,143,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,1,34511,29819,28965,3,5,10.1,10.7,10.1,2999,3034,5002,2958,4997,32,32,26,70,33,28,17,97,60,51,50,52,31,47,47,50,997,924,304,690,4999,3000,5034,3002,4964,2998,59,68,58,64,58,50,83,77,77,52,77,2096,2409,3008.3,3009.3,3011.4,3008,1,3057,3055,3055,3055,22,2950,110.9,111.1,110.8,109.7,111.1,102.4,102.5,103,103.8,85,57,107.6,101.8,101.6,1245
103,349,273,173,231,229,362,179,268,235,252,163,223,224,2.61,2.16,8.6,2.15,0,4010,4010,24.7,17,33.4,34.6,35.2,35.3,32.9,48,18.4,2,720,2,2,722,4,4,718,2,1123,139,1000,1998,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,0,34196,29505,28652,3,5,10.1,10.8,10.1,3000,3040,5003,2962,4996,32,32,26,69,33,28,16,97,60,50,50,51,35,47,47,50,984,926,300,688,4999,2999,5031,3002,4966,2999,59,68,58,63,58,50,82,77,77,52,77,2097,2415,3009.7,3009.6,3009.3,3012,2,3065,3062,3060,3065,27,2950,99.8,100,100,100.1,100,104.3,104,103.8,103.7,85,56,106.4,102,102,1245
117,351,274,173,229,229,361,180,257,236,251,163,223,223,1.66,1.09,8.18,1.13,0,4010,4010,14.2,25.9,31.1,31.6,32.4,32.9,31.6,47.9,18.5,2,720,2,2,722,4,4,718,2,1123,139,1000,1998,1127,479,143,1001,2002,1120,476,136,997,1998,449,0,0,448,0,410,0,0,0,375,-1,-1,378,0,0,0,0,374,-2,-2,1,5,5,5,5,5,0,0,0,0,0,1,34722,30057,29085,3,5,10.1,10.8,10.2,2999,3039,5003,2959,4997,32,32,25,69,33,28,15,97,60,50,50,51,34,47,47,50,987,923,295,684,5000,2999,5041,3001,4964,2998,59,68,58,63,58,50,82,77,77,52,77,2098,2414,3008.4,3009.6,3010.3,3012.7,1.6,3055,3057,3055,3052,22,2955,99.5,99.8,99.9,99.9,99.7,104.2,103.9,103.7,103.7,85,56,110,101.7,101.7,1245
47,331,265,168,228,226,341,172,256,230,241,153,220,218,1.41,0.78,7.4,0.88,0,4010,4010,14.7,25.9,32.3,33,33.8,34.3,32.7,47.2,19.4,-1,719,-1,-2,720,58,-2,718,-2,1121,136,996,1997,1123,479,140,1001,1998,1120,472,133,994,1995,448,0,1,448,0,410,0,0,0,375,1,1,376,4,2,2,2,372,0,0,-5,-2,-5,-5,-5,-5,-7,-7,-7,-7,-7,0,32776,28380,27253,4,5,10.1,10.8,10.1,2999,3026,5003,2971,4997,33,33,27,68,34,28,17,94,55,46,46,47,22,43,43,45,1045,987,317,704,4999,2999,5023,3002,4974,2998,58,65,56,64,57,51,86,82,82,55,82,2046,2347,3010.5,3012.9,3014.1,3013.5,-0.2,3052,3052,3047,3045,17,2955,110.6,109.9,107.4,104.8,110.8,103.9,104.2,104.7,105.5,86,57,103,101.2,100.7,2823
55,331,264,168,226,225,341,172,255,230,237,153,220,219,1.46,0.82,7.4,0.93,0,4010,4010,16.5,25.3,32.9,33.5,34.1,34.4,33.2,47.2,19.4,-1,719,-2,-2,800,0,-2,716,-4,1122,136,996,1997,1123,479,140,1001,1998,1120,472,133,994,1995,448,0,0,448,0,410,0,0,0,375,1,1,378,2,2,4,2,374,0,0,-5,-2,-2,-2,-5,-2,-7,-7,-7,-7,-7,1,32593,28151,27026,4,5,10.2,10.8,10.1,2999,3034,5002,2970,4997,33,33,27,68,35,28,17,94,55,46,46,47,23,43,43,45,1038,990,315,704,5000,3000,5025,3002,4977,2998,57,65,56,63,57,51,86,82,82,55,82,2045,2356,3011.4,3011.7,3013.5,3012.5,-0.3,3052,3055,3047,3047,15,2952,99.8,99.9,100,100.1,99.9,105.4,105.1,104.9,104.7,86,56,109,100.9,101.1,2823
58,334,266,169,227,226,344,172,248,230,233,153,220,218,1.42,0.8,7.35,0.9,0,4010,4010,21.3,16.8,34.3,34.9,35.2,35,34.1,47.2,19.4,-2,718,7,-1,720,4002,0,2,-2,1122,136,997,1997,1123,479,140,1001,1998,1120,472,133,994,1995,448,0,0,448,0,410,0,0,0,375,1,1,376,4,4,2,2,374,0,0,-5,-5,-5,-5,-5,-5,-7,-7,-7,-7,-7,0,32885,28489,27362,4,5,10.1,10.9,10.3,2999,3030,5003,2969,4995,33,33,27,69,34,28,17,93,55,46,46,47,20,42,43,45,1037,992,316,705,5000,2999,5026,3002,4977,2999,57,65,56,63,57,51,86,82,82,55,82,2046,2352,3012.2,3013.5,3013.5,3010.7,-0.3,3055,3055,3050,3050,15,2962,100.3,101.2,103.1,105.3,100.5,104,103.9,103.9,104,86,57,108.6,99.9,100.1,2823
59,322,263,167,234,227,328,174,257,230,243,154,224,223,1.43,0.77,7.68,0.9,0,4010,4010,24.9,21.2,33.3,34.9,35.8,36.1,32.6,47.4,19,-1,718,-2,-1,720,-2,-2,0,-2,1121,136,997,1997,1123,479,140,1001,1998,1120,472,133,994,1995,448,0,1,448,0,410,0,0,0,375,1,1,378,4,2,4,2,372,0,0,-5,-5,-5,-5,-5,-5,-7,-7,-7,-7,-7,0,33278,28724,27732,3,5,10.1,10.8,10.1,3000,3022,5002,2972,4996,33,33,28,70,34,29,18,95,56,47,46,48,26,43,43,45,1065,975,333,708,4999,3000,5020,3002,4981,2999,59,66,57,62,57,51,87,81,83,54,81,2038,2337,3011,3012.4,3011.7,3012.4,-1,3047,3047,3055,3055,17,2950,110.4,110.8,110.9,110.9,110.8,102.6,102.5,102.9,103.6,89,57,109.7,100.7,100.8,2823
69,328,262,168,227,224,338,171,258,230,235,152,220,217,1.44,0.81,7.3,0.93,0,4010,4010,17,24.9,33.1,33.6,34.1,34.4,33.3,47.3,19.2,-1,717,0,-1,720,1198,4002,-4,-2,1121,136,996,1997,1123,479,140,1001,1998,1120,472,133,994,1995,448,0,1,448,0,410,0,0,0,375,1,1,378,2,4,4,2,372,0,0,-5,-5,-5,-5,-5,-5,-7,-7,-7,-7,-7,0,32526,28086,26958,4,5,10.3,10.6,10.1,2999,3031,5002,2967,4997,33,33,27,69,34,28,17,94,56,46,46,48,21,42,43,45,1041,993,318,705,5000,3000,5028,3002,4969,2999,58,66,56,64,57,51,86,82,82,54,82,2044,2355,3011,3012.7,3013.9,3011.1,-0.9,3057,3057,3057,3047,17,2955,99.9,99.3,99.4,99.6,100.5,105.8,105.6,105.4,105.3,86,57,106.4,100.6,100.2,2823
70,330,263,168,227,224,340,172,259,229,233,152,220,217,1.44,0.81,7.3,0.93,0,4010,4010,17,24.6,33.2,33.7,34.1,34.3,33.4,47.3,19.2,-2,714,-1,-2,720,78,-2,-4000,-4,1121,136,996,1997,1123,479,140,997,1998,1120,472,133,994,1995,448,0,1,448,0,410,0,0,0,375,1,1,378,4,4,4,2,372,0,0,-5,-5,-2,-5,-5,-5,-7,-7,-7,-7,-7,0,32532,28090,26962,4,5,10.4,10.8,10.5,3000,3030,5002,2961,4996,33,33,27,69,34,28,17,93,56,46,46,47,22,43,43,45,1038,993,316,704,5000,2999,5024,3002,4975,2998,57,66,56,64,57,51,86,82,82,55,82,2045,2355,3010.9,3012.6,3013,3013.9,-1.3,3052,3055,3047,3050,15,2952,100.4,99.5,99.4,99.5,101.3,105.4,105.5,105.4,105.3,86,57,106.2,101.1,101.2,2823
95,319,261,167,231,224,323,173,256,229,235,154,221,219,1.43,0.79,7.58,0.93,0,4010,4010,25,22.3,33.2,34.8,35.8,36.2,32.5,47.3,19.1,-5,718,-1,-2,720,60,-2,-2,-2,1121,136,996,1997,1123,479,140,1001,1998,1120,472,133,994,1995,448,1,1,448,0,411,0,0,0,375,1,1,378,2,4,2,4,372,0,0,-5,-5,-5,-5,-5,-5,-7,-7,-7,-7,-7,1,32540,28098,26970,5,5,10.4,10.8,10.1,2999,3046,5002,2963,4997,33,33,27,70,35,29,18,94,56,47,46,48,20,43,43,45,1063,984,329,706,4999,2999,5026,3002,4976,2998,58,66,57,67,57,51,87,81,82,54,81,2039,2351,3010.8,3010.5,3011.9,3011.9,-1.5,3050,3055,3050,3050,15,2952,110.7,110.6,110.6,110.6,110.9,102.5,102.8,103.3,104.1,92,56,110,99.9,100.1,2823
110,316,258,166,233,227,323,173,253,230,234,153,223,222,1.46,0.81,7.68,0.93,0,4010,4010,25,23,33.1,34.7,35.6,36,32.3,47.4,19,-1,718,-2,-1,720,-2,-2,0,-2,1121,136,996,1997,1123,479,140,1001,1998,1120,472,133,994,1995,448,0,0,448,0,410,0,0,0,375,1,1,378,4,2,2,2,372,0,0,-5,-5,-5,-5,-5,-5,-7,-7,-7,-7,-7,0,32461,28021,26932,5,5,10.4,10.6,10.2,3000,3030,5002,2965,4996,32,33,28,69,34,29,18,95,56,47,46,48,22,42,43,45,1073,991,335,709,4999,2999,5020,3002,4978,2998,59,67,57,67,57,51,87,81,83,54,81,2032,2336,3010.3,3012.1,3012.7,3012.8,-2.8,3055,3050,3055,3047,17,2955,110.1,110.2,110.3,110.2,110.2,103.1,103.4,103.8,104.4,86,56,110,100.2,100.2,2823
125,333,266,168,228,226,342,173,255,231,240,154,221,220,1.44,0.81,7.35,0.93,0,4010,4010,21.1,17.1,34.3,34.9,35.2,35,34.1,47.2,19.4,-2,718,-2,-2,720,-2,-2,0,-2,1122,136,996,1997,1123,479,140,1001,1998,1120,472,133,994,1995,448,1,1,448,0,410,0,0,0,375,1,1,376,4,2,2,2,372,0,0,-5,-2,-5,-5,-2,-2,-7,-7,-7,-7,-7,1,32858,28462,27335,4,5,10.1,10.8,10.1,2999,3029,5002,2972,4997,33,33,27,69,34,28,17,93,55,46,46,47,22,42,43,45,1037,991,316,705,5000,2999,5026,3002,4974,2998,58,65,56,64,57,51,86,82,82,55,82,2046,2351,3012,3012.1,3012.2,3012.5,-0.9,3057,3052,3055,3050,15,2955,100,100.1,100.1,100.2,100.1,104.3,104.1,104,104.1,86,57,108.3,99.8,99.9,2823
129,319,261,167,232,226,326,173,261,230,231,153,222,220,1.45,0.8,7.38,0.93,0,4010,4010,24.9,22.4,33.2,34.8,35.7,36.1,32.5,47.3,19.2,-1,724,-1,-1,4002,0,-2,-4,-2,1121,136,996,1997,1123,479,140,997,1998,1120,472,133,994,1995,448,0,0,448,0,410,0,0,0,375,1,1,378,4,4,2,2,372,0,0,-5,-5,-5,-5,-5,-5,-7,-7,-7,-7,-7,1,32612,28169,27044,4,5,10.1,10.8,10.2,2998,3028,5003,2963,4998,33,33,28,71,34,29,18,95,56,47,46,48,20,43,43,45,1068,979,331,707,5000,2999,5026,3002,4973,2999,59,66,57,64,57,51,87,81,83,54,81,2038,2347,3010.7,3012.4,3011.6,3012.7,-1.3,3057,3052,3047,3047,15,2950,107,110.4,110.9,111.1,109.5,103.3,102.9,102.8,103.4,86,57,109.9,100.5,100.4,2823
143,321,260,167,231,224,330,173,267,228,235,154,220,218,1.37,0.79,7.2,0.88,0,4010,4010,20.5,20.9,34.9,35.4,35.7,35.7,35,47.4,19.1,-1,719,-1,-2,2388,0,-2,0,-2,1121,136,997,1997,1123,479,140,1001,1998,1120,472,133,994,1995,448,0,0,448,0,410,0,0,0,375,1,1,376,4,2,2,2,374,0,0,-5,-5,-5,-5,-5,-5,-7,-7,-7,-7,-7,1,32462,28022,26933,5,5,10.5,10.8,10.1,3000,3037,5003,2973,4996,33,33,27,70,34,29,18,94,56,46,46,48,21,43,43,45,1057,990,328,706,5000,3000,5022,3002,4978,2999,58,66,57,66,57,51,86,81,82,54,81,2038,2341,3010.4,3011.9,3011.2,3013.6,-1.2,3050,3050,3055,3050,17,2952,106.3,104.1,101,99.4,106.8,104.9,105.3,105.5,105.7,92,56,110,100.2,100.3,2823
